,emotion,gender,intensity,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19
10,04,01,01,-620.7302856445312,45.71907424926758,-5.869956970214844,-1.921716332435608,-1.0212620496749878,-2.4775595664978027,-10.4587984085083,-16.81545066833496,-12.826319694519043,2.0125176906585693,-4.636252403259277,-10.09259033203125,0.031305886805057526,-2.380159378051758,-3.232943058013916,-6.6283721923828125,-2.994683265686035,-1.5545835494995117,-5.102370262145996,-4.8146491050720215
11,04,01,02,-606.8382568359375,41.041748046875,-11.410009384155273,4.1316609382629395,1.0256034135818481,-9.173174858093262,-13.336620330810547,-11.059791564941406,-13.268935203552246,-2.6319313049316406,-5.779028415679932,-6.5118207931518555,-0.33745113015174866,-4.706662178039551,0.5783570408821106,-4.189629554748535,-6.455081462860107,-1.4656345844268799,-5.288839340209961,-2.898625373840332
12,04,02,02,-612.0602416992188,51.411251068115234,-10.092548370361328,6.224768161773682,7.3454389572143555,0.46495315432548523,-5.094740867614746,-9.058990478515625,-7.139207363128662,-3.3051412105560303,-3.322493076324463,-5.11987829208374,-2.327739953994751,1.4632492065429688,-4.58256721496582,-0.40411967039108276,-5.215789794921875,-2.2841875553131104,-2.233064889907837,-0.22377362847328186
13,04,02,01,-648.747314453125,50.086788177490234,-0.40753069519996643,11.913305282592773,7.337294101715088,2.057927131652832,-0.8475711345672607,-5.288149833679199,-5.592005252838135,-4.92353630065918,-0.8217493891716003,-3.411242961883545,-3.769378423690796,1.4275267124176025,-4.104714393615723,1.3210524320602417,-4.267492771148682,-2.2659401893615723,-1.8313595056533813,-1.3983582258224487
14,03,02,02,-452.120849609375,49.087921142578125,-11.949910163879395,6.3267717361450195,8.339475631713867,-9.85207748413086,-17.244834899902344,-3.129911422729492,-8.272103309631348,0.5010145902633667,-4.625149250030518,-2.828824043273926,2.4395580291748047,-3.4574806690216064,-0.5479544997215271,1.409834623336792,-10.35654067993164,1.6542986631393433,-3.6264355182647705,-1.7939972877502441
15,03,02,02,-548.067626953125,40.87443542480469,-7.658232688903809,0.9290078282356262,-7.04616641998291,1.2877156734466553,-14.357157707214355,-6.426819801330566,-8.707416534423828,-4.454821586608887,-1.0427992343902588,-6.276894569396973,-2.560124397277832,-2.322134494781494,-7.629408836364746,0.7849565148353577,-8.441413879394531,-1.1898800134658813,-0.23100058734416962,-4.442963123321533
16,04,02,02,-471.8605041503906,56.930564880371094,-6.8668341636657715,8.439901351928711,3.493440628051758,1.2024558782577515,-11.127561569213867,-9.652440071105957,-12.473184585571289,-11.03350830078125,-2.916374444961548,-6.257157325744629,-6.244377613067627,-1.3116414546966553,-5.0252366065979,1.631569266319275,-3.882096767425537,-2.9112229347229004,0.15142889320850372,-1.3253543376922607
17,04,02,02,-539.4150390625,54.271724700927734,-13.993027687072754,11.046061515808105,7.323597431182861,3.1846468448638916,-1.6580387353897095,-12.651204109191895,-11.389345169067383,7.2319416999816895,0.3860597014427185,-4.942712783813477,6.472324848175049,-0.04816168174147606,-1.2996876239776611,5.930406093597412,-0.9496193528175354,-2.5798745155334473,-1.0922960042953491,0.16896508634090424
18,04,02,01,-594.8106079101562,68.04655456542969,0.20548172295093536,11.384306907653809,11.102551460266113,5.240540981292725,8.234713554382324,-4.068239212036133,-5.83130407333374,4.977812767028809,2.1031854152679443,1.0342092514038086,6.504382133483887,1.3788210153579712,0.4869249761104584,2.4043047428131104,1.0028927326202393,2.4142813682556152,-1.150619626045227,1.4609031677246094
19,04,02,01,-658.4966430664062,73.64157104492188,1.3580225706100464,10.467987060546875,7.53880500793457,-0.01787116378545761,-10.253289222717285,-4.278881072998047,-1.9358720779418945,-5.536469459533691,-1.901179552078247,-3.2915828227996826,-3.907609462738037,-0.8245535492897034,-5.484699726104736,0.3324624001979828,-4.194613456726074,-0.6060657501220703,-4.2923688888549805,-3.8198788166046143
20,03,02,01,-672.36865234375,60.97197723388672,-5.075591564178467,9.527945518493652,9.2205228805542,1.93997323513031,-4.734572887420654,-2.9592058658599854,-9.356761932373047,1.3582918643951416,2.11818528175354,-3.893197774887085,4.590249538421631,-0.3545539975166321,-6.887045383453369,3.872692584991455,-6.066606521606445,-0.3312315046787262,2.5462546348571777,-2.903496265411377
21,03,02,01,-636.6510620117188,77.457763671875,-5.906012535095215,15.380356788635254,8.17531681060791,-5.702390193939209,-8.212569236755371,-8.52536678314209,1.1650689840316772,-0.6626185774803162,-5.488892555236816,2.271763563156128,1.9417997598648071,-3.1521644592285156,0.08020273596048355,-0.3021352291107178,-6.071940898895264,1.2586820125579834,-5.5830769538879395,-1.8601667881011963
22,01,02,01,-706.096923828125,56.12049102783203,-1.7356935739517212,11.499129295349121,6.6266093254089355,3.3549983501434326,-3.254901170730591,-4.352572917938232,-8.300776481628418,2.3999369144439697,1.8832895755767822,-3.565655469894409,4.905780792236328,-0.4301503598690033,-2.8129334449768066,4.533576488494873,-6.01030158996582,1.0781869888305664,2.3496310710906982,-1.9526104927062988
23,01,02,01,-647.8721313476562,73.30626678466797,12.368461608886719,16.973800659179688,8.44353199005127,-0.3563533127307892,-7.460479736328125,-6.7849016189575195,4.166204452514648,-5.3987603187561035,-2.0026159286499023,1.6453360319137573,1.6008217334747314,-3.6946816444396973,1.4695788621902466,0.9339345693588257,-5.037137985229492,4.2363481521606445,-3.254000663757324,0.016941355541348457
24,01,02,01,-700.5958862304688,67.11042785644531,27.70625114440918,24.992923736572266,14.44284439086914,8.583093643188477,5.3577775955200195,2.405161142349243,-1.2472139596939087,3.8253579139709473,5.594030380249023,1.1821616888046265,-0.8010116815567017,1.3215537071228027,1.6995350122451782,4.827826976776123,0.8289663791656494,1.1005572080612183,-0.35615983605384827,1.4868059158325195
25,01,02,01,-719.2991333007812,69.70035552978516,8.81762409210205,17.798477172851562,9.231941223144531,1.586482286453247,3.1073474884033203,-6.620429515838623,-2.672515869140625,3.7662134170532227,1.5157382488250732,4.374744892120361,0.34940287470817566,0.6779220104217529,1.871339201927185,4.241905689239502,-2.434296131134033,2.561577796936035,1.2585561275482178,1.6677807569503784
26,01,02,01,-715.51171875,79.24752044677734,11.868439674377441,21.907222747802734,8.03667163848877,9.485734939575195,0.42844337224960327,-5.962305068969727,-9.420585632324219,1.642064094543457,1.7418922185897827,-1.1519901752471924,4.915950775146484,3.294710874557495,-1.995290756225586,6.239522457122803,-1.0580391883850098,-1.488132357597351,3.7265467643737793,5.009937286376953
27,03,02,01,-666.9725952148438,61.7741584777832,15.874884605407715,12.405878067016602,10.35323429107666,7.397489070892334,0.7784835696220398,1.446776270866394,-2.742638111114502,0.8902961611747742,4.261718273162842,0.7734513878822327,-0.5550270676612854,0.6698006987571716,2.2743446826934814,2.005805492401123,-0.15207193791866302,1.1561906337738037,-0.34633880853652954,-0.2541189193725586
28,03,02,01,-656.1220703125,62.56888961791992,-0.892854630947113,14.576420783996582,9.912755012512207,0.694002628326416,-0.655547559261322,0.7557995319366455,-5.458770275115967,0.6352906823158264,3.775810956954956,-0.9254323840141296,-1.9158891439437866,1.7247248888015747,-2.2726709842681885,2.2884206771850586,-2.252147674560547,-1.1728779077529907,1.6055225133895874,0.4999907314777374
29,04,02,01,-665.5852661132812,69.54156494140625,4.385484218597412,18.808996200561523,17.373653411865234,1.9425936937332153,8.62281322479248,0.8171100616455078,-0.3010527193546295,6.130512237548828,1.7790700197219849,7.6561665534973145,2.649857521057129,2.4775702953338623,3.0802040100097656,0.8074905276298523,1.8495150804519653,-0.3705989718437195,2.676647186279297,2.210134267807007
30,04,02,01,-699.3178100585938,65.86637115478516,-1.4695123434066772,16.901195526123047,8.154821395874023,-0.10098227113485336,-0.18945947289466858,-7.2291460037231445,-10.660557746887207,-5.17381477355957,-2.092038154602051,-1.6745895147323608,-2.088059425354004,-3.128110408782959,-1.0312467813491821,-0.5564647912979126,-4.043363571166992,-2.3904988765716553,-1.9477765560150146,0.22683565318584442
31,04,02,02,-606.1060791015625,51.190696716308594,-4.475017547607422,13.707724571228027,1.9421049356460571,-2.754014730453491,-7.3613667488098145,-8.50666332244873,-16.334505081176758,-3.4953882694244385,-1.7118579149246216,-5.745049476623535,0.09307851642370224,-6.062931537628174,-4.298379421234131,1.6857032775878906,-8.339622497558594,-4.126732349395752,-3.1617355346679688,-2.409515142440796
32,04,02,02,-599.6495361328125,66.53490447998047,-3.4026362895965576,16.463232040405273,16.671497344970703,3.1808626651763916,1.5877678394317627,0.5737718343734741,-0.8033839464187622,5.1786298751831055,-0.12097938358783722,1.988204002380371,1.24092435836792,3.291050910949707,4.61683988571167,4.392329216003418,1.88530695438385,0.3162882626056671,1.2515366077423096,2.698392629623413
33,03,02,02,-563.5391845703125,44.306884765625,-0.6016169786453247,5.879166603088379,0.6019850969314575,-0.45879173278808594,-5.97122049331665,-4.023950099945068,-10.1228609085083,-8.20802116394043,1.7182220220565796,-4.897808074951172,-5.252750873565674,0.8530390858650208,-2.694736957550049,-0.5815072655677795,-4.289108753204346,-3.6550791263580322,-2.20869779586792,-0.07377795875072479
34,03,02,02,-514.9169921875,43.499629974365234,5.46319055557251,4.551441192626953,-1.0699446201324463,-0.23752456903457642,-4.322580814361572,-2.957796812057495,-6.060773849487305,-7.2757744789123535,-0.8193698525428772,-1.6686303615570068,-3.259970188140869,-3.364957571029663,-1.8427841663360596,0.12369804829359055,-6.690942764282227,0.9875510334968567,-1.8679025173187256,-1.9163434505462646
35,04,02,01,-818.9242553710938,66.44029998779297,22.064111709594727,26.34109878540039,15.83062744140625,15.551851272583008,2.8938684463500977,-4.7785563468933105,-0.20580826699733734,7.920870304107666,-0.4926576018333435,3.5609147548675537,3.7166025638580322,-1.1218312978744507,-2.78761887550354,3.2103283405303955,0.04851648584008217,1.108453392982483,-1.3920164108276367,1.4992376565933228
36,04,02,01,-636.13330078125,65.55796813964844,1.9236925840377808,19.140573501586914,9.06645679473877,-1.0223082304000854,4.642013072967529,-6.8498053550720215,-8.421963691711426,-0.8699964880943298,-1.1925290822982788,-4.629245758056641,-0.8687218427658081,-0.7114669680595398,-1.5663436651229858,-0.22015611827373505,-5.415733814239502,1.9577842950820923,-0.34428727626800537,-0.38986143469810486
37,03,02,01,-654.3505249023438,69.97673797607422,2.7305350303649902,19.04706573486328,0.2228541374206543,14.775766372680664,-0.3369785249233246,-2.7251875400543213,-6.621672630310059,2.380934953689575,4.271353721618652,-4.486672878265381,3.5743350982666016,1.3719203472137451,0.3883252441883087,1.6777534484863281,-4.310470104217529,1.5046442747116089,3.8527417182922363,-1.8548187017440796
38,03,02,02,-512.328125,45.79688262939453,-15.327377319335938,3.0226364135742188,-3.0500569343566895,3.9120867252349854,-12.193446159362793,-15.058548927307129,-9.1072998046875,-2.9023311138153076,1.8874220848083496,-7.7830586433410645,-3.974332571029663,0.6862382888793945,-1.1929172277450562,2.0665550231933594,-4.650692462921143,6.166314601898193,-1.8099231719970703,-2.0303566455841064
39,04,02,02,-521.3792724609375,61.4284782409668,-14.009234428405762,11.899589538574219,11.3092041015625,-8.646040916442871,-16.223739624023438,-5.089361667633057,-23.031387329101562,-4.900485038757324,1.5530163049697876,-14.11392879486084,-4.314587593078613,-1.568049430847168,-7.6305952072143555,-0.8173664212226868,-6.289971828460693,-2.1230249404907227,-0.3881255090236664,-4.43326997756958
40,04,02,02,-692.0805053710938,73.3961410522461,1.0090703964233398,24.531057357788086,19.5799503326416,4.374350070953369,-11.488934516906738,-5.292996883392334,-6.2182817459106445,-1.3212813138961792,-3.585737466812134,-8.284161567687988,-3.442249298095703,-2.0115203857421875,-2.3699398040771484,0.8067517876625061,-1.8848719596862793,-1.7743133306503296,-4.101506233215332,1.4513943195343018
41,03,01,02,-527.3844604492188,33.60077667236328,-20.208396911621094,10.478830337524414,-8.236149787902832,-10.789376258850098,-5.568244457244873,-8.25633716583252,-5.2973952293396,-1.2484809160232544,-8.736860275268555,5.188229560852051,-2.173766613006592,-2.9281413555145264,2.2090561389923096,-4.838363170623779,-2.644937515258789,-1.587875247001648,-4.140076160430908,0.6256891489028931
42,04,01,02,-631.6743774414062,57.914676666259766,-4.698516368865967,16.830726623535156,8.467435836791992,-2.5829267501831055,-2.4650120735168457,-16.598371505737305,-6.359064102172852,3.0314791202545166,-4.949326515197754,-2.958756923675537,0.427144318819046,1.5698179006576538,0.43573635816574097,-0.22422315180301666,-2.7329301834106445,6.425210475921631,3.7997846603393555,7.066433429718018
43,04,01,02,-484.7182312011719,26.259679794311523,-32.26190185546875,-4.059642314910889,-10.850285530090332,-24.14951515197754,-11.952646255493164,-19.520259857177734,-22.812761306762695,-0.3918376863002777,-14.455242156982422,-0.2235310822725296,-0.4511825442314148,0.3547613322734833,4.775750637054443,0.5895236134529114,6.243988513946533,11.080456733703613,2.6216182708740234,0.20290745794773102
44,03,01,02,-429.8176574707031,20.48391342163086,-21.91244888305664,-3.587928056716919,-6.114551544189453,-6.827651023864746,-7.086190223693848,-7.276759147644043,-11.794583320617676,-0.6620320677757263,-8.606891632080078,-5.298107147216797,1.4398454427719116,9.402270317077637,6.511628150939941,8.883984565734863,4.879229545593262,4.120632648468018,-0.9986807703971863,1.6649291515350342
45,03,01,01,-646.5142822265625,42.99098205566406,-4.650378704071045,4.944088935852051,-1.9674121141433716,-10.232003211975098,-6.3608808517456055,-14.481621742248535,-7.882801055908203,-4.255518913269043,-7.007838249206543,-6.977337837219238,-7.98355770111084,-1.5062800645828247,-5.6982035636901855,-7.677090644836426,-6.620729446411133,-5.580263614654541,-6.763891220092773,-6.197688579559326
46,04,01,01,-795.6382446289062,45.33903503417969,-2.462583541870117,14.2125825881958,-0.6512004137039185,5.859396457672119,-7.424061298370361,-13.79507064819336,-8.925262451171875,0.4288579225540161,-3.572827100753784,-5.029388427734375,-3.3579041957855225,0.8460509777069092,-6.760622501373291,-4.796975612640381,-5.852906227111816,-1.7786204814910889,-2.72617506980896,-2.9545788764953613
47,04,01,01,-726.7653198242188,71.65312194824219,14.490099906921387,19.62590217590332,11.636825561523438,7.533562183380127,-0.18582797050476074,-8.358484268188477,-3.038099527359009,2.315988302230835,2.6662745475769043,-6.93946647644043,1.4710739850997925,2.3154492378234863,1.01124906539917,0.7931346297264099,-0.057068679481744766,7.228445053100586,5.2591352462768555,5.561197757720947
48,03,01,01,-611.3389892578125,33.455047607421875,-16.561235427856445,1.3651883602142334,-8.653471946716309,-9.213445663452148,-13.867490768432617,-8.226873397827148,-9.414928436279297,-7.2189412117004395,-7.664772033691406,-1.266440510749817,-8.567724227905273,-4.918026924133301,-2.8731417655944824,-8.160140037536621,-4.605400562286377,-3.9728291034698486,-7.447356700897217,-2.3173487186431885
49,03,01,02,-358.9012451171875,27.535181045532227,-31.962467193603516,-0.3631146550178528,-2.4481759071350098,-18.230859756469727,-10.62740707397461,-17.785186767578125,-17.736530303955078,1.117131233215332,-14.733572006225586,-8.287955284118652,-1.508650302886963,-2.1121599674224854,2.719964027404785,6.782834053039551,-1.058231234550476,10.559816360473633,5.590376377105713,2.0436956882476807
50,03,01,02,-463.4519348144531,25.248046875,-26.156566619873047,0.9776455163955688,-9.701408386230469,-12.81204605102539,-11.644754409790039,-17.555273056030273,-5.699692249298096,-5.012894630432129,-10.177122116088867,-11.141162872314453,-6.583043575286865,2.849470376968384,-6.0901288986206055,3.274545907974243,2.1538400650024414,5.305934429168701,4.702972888946533,5.1760993003845215
51,04,01,02,-577.969970703125,32.93107986450195,-16.2054500579834,7.773673057556152,-13.510371208190918,-15.707365036010742,-10.383007049560547,-20.39324378967285,-4.961608409881592,-5.51786994934082,-12.15245532989502,2.3143186569213867,-10.045510292053223,-3.7206785678863525,-6.094038009643555,-6.063689708709717,-3.519674301147461,-1.1302798986434937,-1.9993348121643066,3.2062103748321533
52,04,01,01,-699.2301025390625,45.53641891479492,4.030318737030029,7.651507377624512,-6.893182277679443,-4.647416114807129,-8.392313003540039,-7.799116134643555,-3.5408685207366943,-6.843242168426514,-5.087584018707275,-5.181702613830566,-6.00726842880249,-1.9041857719421387,-2.779837131500244,-2.8071906566619873,-5.341180324554443,-1.7830982208251953,-4.668303489685059,0.08953823149204254
53,03,01,01,-599.1998291015625,40.03374099731445,-20.684167861938477,6.099449634552002,-7.205687522888184,-10.96278190612793,-5.529742240905762,-14.872587203979492,-8.973993301391602,-2.5525014400482178,-7.591190338134766,-7.193761348724365,-7.293462753295898,-0.0340627022087574,-8.895427703857422,-1.8364008665084839,-2.0823144912719727,1.4117776155471802,0.44906437397003174,4.533866882324219
54,03,01,01,-499.8283386230469,46.429649353027344,-10.856486320495605,4.419212341308594,1.7481075525283813,-9.2750883102417,-8.584272384643555,-15.027568817138672,-8.582698822021484,0.3317766785621643,-8.947959899902344,-6.484842300415039,-1.8629215955734253,-6.537513256072998,-1.3586630821228027,-2.6422934532165527,-6.6353840827941895,-3.987377166748047,-3.8244612216949463,-1.2899887561798096
55,01,01,01,-687.6229248046875,41.88811111450195,-12.93533706665039,2.1784722805023193,-8.683732032775879,-9.393288612365723,-10.734962463378906,-12.70634651184082,-8.53232192993164,-5.349713325500488,-10.239018440246582,-2.968376874923706,-5.958950996398926,-6.5224409103393555,-3.300497531890869,-5.467095375061035,-5.662817478179932,-4.221932411193848,-4.932750701904297,-4.232917785644531
56,01,01,01,-742.07080078125,56.59648132324219,5.743729114532471,8.170559883117676,-0.3822494149208069,-4.101007461547852,-2.066770076751709,-13.620583534240723,-5.675142288208008,-2.28141188621521,-2.2103726863861084,-5.2472453117370605,-7.059335708618164,2.1261236667633057,-3.273568868637085,-7.265479564666748,-4.367473125457764,-2.0704803466796875,-3.7068564891815186,-5.481402397155762
57,01,01,01,-726.96484375,46.980770111083984,-3.5719144344329834,2.5179738998413086,-6.291303634643555,-4.331117153167725,-8.995694160461426,-13.75797176361084,-9.505558967590332,-5.3437018394470215,-5.365842819213867,-8.20815372467041,-6.520151138305664,-0.7330303192138672,-8.996794700622559,-5.36041784286499,-4.492149829864502,-3.974891424179077,-7.4846062660217285,-0.23970600962638855
58,01,01,01,-598.948974609375,52.05305480957031,10.33456802368164,13.882575988769531,5.0343017578125,0.4913879632949829,-4.890106201171875,-8.118351936340332,-3.699298143386841,0.6865960359573364,-5.036124229431152,-3.2796576023101807,-0.20434518158435822,-1.376845121383667,0.41720157861709595,1.9114656448364258,-1.9108272790908813,-0.8350430727005005,0.42995044589042664,-6.975214958190918
59,01,01,01,-730.6829223632812,44.71335220336914,3.079566478729248,7.1613545417785645,-9.47050952911377,-2.082430601119995,-7.8286213874816895,-9.401327133178711,-2.864132881164551,-4.243777751922607,-3.6085917949676514,-4.971798896789551,-3.3916776180267334,-3.020728588104248,-5.9953436851501465,-2.6358649730682373,-3.310112714767456,-3.098266124725342,-3.5223209857940674,1.6913272142410278
60,01,01,01,-706.4383544921875,35.490047454833984,-8.159510612487793,9.846129417419434,-7.178008556365967,-8.9436674118042,-6.918212890625,-11.705277442932129,-5.992048740386963,-3.6118204593658447,-5.4669013023376465,-4.443020343780518,-6.207509994506836,-0.12313868850469589,-7.739015102386475,-4.664994716644287,-4.20026969909668,-3.2143094539642334,-2.5682120323181152,-1.9218770265579224
61,01,01,01,-681.28515625,68.11555480957031,7.2580132484436035,22.398181915283203,6.494248390197754,1.263822317123413,5.517091274261475,-7.132505416870117,0.9261058568954468,-1.3949356079101562,0.7885125875473022,-1.7810289859771729,-0.4180135428905487,2.256218910217285,-2.78684663772583,-1.1156935691833496,-1.1197766065597534,3.8812496662139893,0.7296867370605469,2.1788787841796875
62,04,01,01,-599.43896484375,63.8822021484375,2.3265278339385986,9.196690559387207,4.66141939163208,-2.611217498779297,-5.226798057556152,-16.700288772583008,-3.706705331802368,3.7193050384521484,-2.6575777530670166,-4.722254276275635,0.5529844164848328,2.433697462081909,0.4368587136268616,4.040201663970947,0.2815748155117035,-2.5667107105255127,2.274371862411499,-4.984964370727539
63,04,01,01,-583.9697265625,31.176362991333008,-9.602683067321777,0.8323904871940613,-7.659715175628662,-8.263578414916992,-5.339754104614258,-14.584199905395508,-9.263143539428711,-3.6656606197357178,-5.128025054931641,-5.9921650886535645,-8.547924995422363,3.207730770111084,-7.398232460021973,-1.4651943445205688,0.545407235622406,1.8341269493103027,1.994547963142395,2.596005439758301
64,03,01,01,-549.8909912109375,29.86882209777832,-12.270893096923828,0.7712916731834412,-7.307673454284668,-12.121674537658691,-6.06261682510376,-10.133079528808594,-2.227062225341797,-5.239874839782715,-6.971278190612793,-3.2224009037017822,-10.39798641204834,-0.9729140400886536,-5.57987642288208,1.7340110540390015,4.631621837615967,8.46339225769043,3.903218984603882,4.99567174911499
65,03,01,02,-471.16094970703125,13.074657440185547,-30.01428985595703,-0.31176871061325073,-9.889699935913086,-21.36530303955078,-6.319277763366699,-18.191591262817383,-6.601640701293945,-6.4298787117004395,-8.741637229919434,6.571666717529297,5.41042423248291,13.31505012512207,1.423222541809082,-0.11371038854122162,0.1313660442829132,2.821239471435547,-3.402848243713379,1.7801706790924072
66,04,01,02,-474.5217590332031,10.858266830444336,-25.540119171142578,-1.8480533361434937,-10.285059928894043,-17.489713668823242,-9.706698417663574,-17.179527282714844,-9.83293628692627,-6.249933242797852,-8.627338409423828,-5.891326904296875,-0.9055284261703491,12.054171562194824,7.395993232727051,11.752901077270508,5.844106197357178,-0.35116446018218994,-2.5401973724365234,0.352628618478775
67,04,01,02,-584.0176391601562,52.423011779785156,6.133818626403809,16.653005599975586,5.152320861816406,-0.692142128944397,-4.424206256866455,-16.74237823486328,-3.371297836303711,-3.693726062774658,-9.4430570602417,-1.8682950735092163,-2.0416336059570312,-4.319552421569824,1.8546878099441528,0.47586777806282043,-3.071359395980835,0.4838674068450928,-1.7447736263275146,-1.567359209060669
68,04,01,01,-691.83837890625,51.02519607543945,1.5286060571670532,7.234894752502441,-7.146982192993164,-2.796478748321533,-10.606522560119629,-6.3030476570129395,-8.57180404663086,-5.965639591217041,-5.746952533721924,-3.3335416316986084,-4.633162021636963,-3.7928466796875,-0.6876906752586365,-5.40751314163208,-3.3947043418884277,-2.5863282680511475,-5.807497501373291,-4.718654632568359
69,03,01,01,-628.4209594726562,51.95980453491211,-7.700913906097412,14.581600189208984,8.452467918395996,-3.612226963043213,-3.066337823867798,-9.373435974121094,-0.8967292308807373,-2.6210625171661377,-2.1383073329925537,-1.4655205011367798,-1.9375969171524048,2.0623886585235596,-1.2685436010360718,-2.0664477348327637,-2.048207998275757,2.6146998405456543,-1.1597620248794556,3.299314260482788
70,03,01,01,-674.1449584960938,28.013519287109375,-14.383697509765625,-1.1633970737457275,-6.11483097076416,-10.070108413696289,-8.995257377624512,-16.70964241027832,-8.153564453125,-6.7341084480285645,-6.003785133361816,-0.46025609970092773,-8.238393783569336,3.187269449234009,-6.378411293029785,-4.179692268371582,-1.0791819095611572,1.0104507207870483,2.616746425628662,4.022675037384033
71,04,01,01,-680.4180908203125,49.46868133544922,3.926227569580078,0.44599711894989014,-2.7273333072662354,-4.503415584564209,-0.5521067380905151,-13.718692779541016,-11.276551246643066,-1.954441785812378,-6.552724838256836,-3.8997802734375,-6.117938041687012,-3.1083548069000244,-3.0239462852478027,-6.328970432281494,-5.041165828704834,-4.998486042022705,-5.34266471862793,-6.560406684875488
72,04,01,02,-481.8138122558594,28.61466407775879,-26.322025299072266,-2.5058364868164062,-10.775070190429688,-15.125289916992188,-13.702020645141602,-16.403305053710938,-18.80401611328125,-4.731494426727295,-2.5400099754333496,-12.131681442260742,0.7698294520378113,2.1330318450927734,-1.5504194498062134,4.597478866577148,2.4913454055786133,6.067300319671631,3.68758487701416,5.565192699432373
