,emotion,gender,intensity,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,rms0,chroma_stft0,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,spec_cent0,spec_rolloff0,zcr0
10,04,01,01,-620.7302856445312,45.71907424926758,-5.869956970214844,-1.921716332435608,-1.0212620496749878,-2.4775595664978027,-10.4587984085083,-16.81545066833496,-12.826319694519043,2.0125176906585693,-4.636252403259277,-10.09259033203125,0.031305886805057526,-2.380159378051758,-3.232943058013916,-6.6283721923828125,-2.994683265686035,-1.5545835494995117,-5.102370262145996,-4.8146491050720215,0.004136619623750448,0.28211480379104614,0.33000606298446655,0.37229305505752563,0.32694417238235474,0.3914848864078522,0.4308586120605469,0.5334421396255493,0.5903499722480774,0.6025195717811584,0.5442684292793274,0.5060186386108398,0.45688802003860474,3066.814127374432,5501.800689697266,0.2837860107421875
11,04,01,02,-606.8382568359375,41.041748046875,-11.410009384155273,4.1316609382629395,1.0256034135818481,-9.173174858093262,-13.336620330810547,-11.059791564941406,-13.268935203552246,-2.6319313049316406,-5.779028415679932,-6.5118207931518555,-0.33745113015174866,-4.706662178039551,0.5783570408821106,-4.189629554748535,-6.455081462860107,-1.4656345844268799,-5.288839340209961,-2.898625373840332,0.004621873144060373,0.3984370231628418,0.3530258238315582,0.4159247577190399,0.4423958957195282,0.35561034083366394,0.3562981188297272,0.40722814202308655,0.5460596084594727,0.6501691341400146,0.5627316236495972,0.5039024949073792,0.5134613513946533,3121.898566164944,5730.506537370621,0.30533750497611467
12,04,02,02,-612.0602416992188,51.411251068115234,-10.092548370361328,6.224768161773682,7.3454389572143555,0.46495315432548523,-5.094740867614746,-9.058990478515625,-7.139207363128662,-3.3051412105560303,-3.322493076324463,-5.11987829208374,-2.327739953994751,1.4632492065429688,-4.58256721496582,-0.40411967039108276,-5.215789794921875,-2.2841875553131104,-2.233064889907837,-0.22377362847328186,0.004061202984303236,0.4660710394382477,0.5147253274917603,0.5258802175521851,0.5465295314788818,0.5371366739273071,0.6200466752052307,0.6161378622055054,0.5545122623443604,0.4833945333957672,0.42867112159729004,0.4401405453681946,0.4478802978992462,3195.1135229970064,5915.592447916667,0.3293056588955027
13,04,02,01,-648.747314453125,50.086788177490234,-0.40753069519996643,11.913305282592773,7.337294101715088,2.057927131652832,-0.8475711345672607,-5.288149833679199,-5.592005252838135,-4.92353630065918,-0.8217493891716003,-3.411242961883545,-3.769378423690796,1.4275267124176025,-4.104714393615723,1.3210524320602417,-4.267492771148682,-2.2659401893615723,-1.8313595056533813,-1.3983582258224487,0.004265693016350269,0.49345123767852783,0.4336363673210144,0.49813929200172424,0.5428808331489563,0.42419183254241943,0.3804508447647095,0.4089011549949646,0.41344693303108215,0.37075841426849365,0.36684560775756836,0.4478597640991211,0.5506682991981506,2907.7782288675194,5385.399929982312,0.2635920302672956
14,03,02,02,-452.120849609375,49.087921142578125,-11.949910163879395,6.3267717361450195,8.339475631713867,-9.85207748413086,-17.244834899902344,-3.129911422729492,-8.272103309631348,0.5010145902633667,-4.625149250030518,-2.828824043273926,2.4395580291748047,-3.4574806690216064,-0.5479544997215271,1.409834623336792,-10.35654067993164,1.6542986631393433,-3.6264355182647705,-1.7939972877502441,0.022479312494397163,0.5833587050437927,0.6767600178718567,0.5069150924682617,0.39057695865631104,0.36453962326049805,0.4037766456604004,0.40972232818603516,0.36668792366981506,0.39901596307754517,0.4250638484954834,0.4666343033313751,0.4984690248966217,2346.5059978716454,4511.400631824172,0.1288238893072289
15,03,02,02,-548.067626953125,40.87443542480469,-7.658232688903809,0.9290078282356262,-7.04616641998291,1.2877156734466553,-14.357157707214355,-6.426819801330566,-8.707416534423828,-4.454821586608887,-1.0427992343902588,-6.276894569396973,-2.560124397277832,-2.322134494781494,-7.629408836364746,0.7849565148353577,-8.441413879394531,-1.1898800134658813,-0.23100058734416962,-4.442963123321533,0.012344366870820522,0.499152809381485,0.5187814235687256,0.5041707754135132,0.4982673227787018,0.5435521006584167,0.5124260783195496,0.46578842401504517,0.45912614464759827,0.4611494243144989,0.5426474809646606,0.6842145919799805,0.6337905526161194,3108.945173179102,6358.650207519531,0.2763536241319444
16,04,02,02,-471.8605041503906,56.930564880371094,-6.8668341636657715,8.439901351928711,3.493440628051758,1.2024558782577515,-11.127561569213867,-9.652440071105957,-12.473184585571289,-11.03350830078125,-2.916374444961548,-6.257157325744629,-6.244377613067627,-1.3116414546966553,-5.0252366065979,1.631569266319275,-3.882096767425537,-2.9112229347229004,0.15142889320850372,-1.3253543376922607,0.017496442422270775,0.3126673102378845,0.35314512252807617,0.39756351709365845,0.3732605576515198,0.3548893332481384,0.37293002009391785,0.4340534210205078,0.4884066581726074,0.49815160036087036,0.49542325735092163,0.467744916677475,0.4130614399909973,2077.649174646734,3865.546417236328,0.1162017822265625
17,04,02,02,-539.4150390625,54.271724700927734,-13.993027687072754,11.046061515808105,7.323597431182861,3.1846468448638916,-1.6580387353897095,-12.651204109191895,-11.389345169067383,7.2319416999816895,0.3860597014427185,-4.942712783813477,6.472324848175049,-0.04816168174147606,-1.2996876239776611,5.930406093597412,-0.9496193528175354,-2.5798745155334473,-1.0922960042953491,0.16896508634090424,0.008871488273143768,0.42610475420951843,0.5159628987312317,0.47500357031822205,0.4446471929550171,0.4938144385814667,0.4758777320384979,0.48552456498146057,0.5719240307807922,0.5770123600959778,0.595757246017456,0.5103985071182251,0.4357061982154846,2697.0581821906903,5156.852583451705,0.1705464945211039
18,04,02,01,-594.8106079101562,68.04655456542969,0.20548172295093536,11.384306907653809,11.102551460266113,5.240540981292725,8.234713554382324,-4.068239212036133,-5.83130407333374,4.977812767028809,2.1031854152679443,1.0342092514038086,6.504382133483887,1.3788210153579712,0.4869249761104584,2.4043047428131104,1.0028927326202393,2.4142813682556152,-1.150619626045227,1.4609031677246094,0.006288157310336828,0.5659133791923523,0.5873693227767944,0.5591551661491394,0.5772847533226013,0.5514143109321594,0.4558841586112976,0.46942421793937683,0.4873846173286438,0.5098516345024109,0.5404840707778931,0.5573870539665222,0.5473433136940002,2113.9931043717916,4888.179713369205,0.11814789424668874
19,04,02,01,-658.4966430664062,73.64157104492188,1.3580225706100464,10.467987060546875,7.53880500793457,-0.01787116378545761,-10.253289222717285,-4.278881072998047,-1.9358720779418945,-5.536469459533691,-1.901179552078247,-3.2915828227996826,-3.907609462738037,-0.8245535492897034,-5.484699726104736,0.3324624001979828,-4.194613456726074,-0.6060657501220703,-4.2923688888549805,-3.8198788166046143,0.0024450416676700115,0.523644208908081,0.5984527468681335,0.6262882947921753,0.6514890789985657,0.6028096079826355,0.5333574414253235,0.4674282371997833,0.503592312335968,0.5152256488800049,0.5202428102493286,0.5454877614974976,0.5344437956809998,2695.0597536847185,5031.218927556818,0.16600928368506493
20,03,02,01,-672.36865234375,60.97197723388672,-5.075591564178467,9.527945518493652,9.2205228805542,1.93997323513031,-4.734572887420654,-2.9592058658599854,-9.356761932373047,1.3582918643951416,2.11818528175354,-3.893197774887085,4.590249538421631,-0.3545539975166321,-6.887045383453369,3.872692584991455,-6.066606521606445,-0.3312315046787262,2.5462546348571777,-2.903496265411377,0.003384318668395281,0.4710055887699127,0.5456693172454834,0.5919925570487976,0.6111870408058167,0.5831812620162964,0.45334362983703613,0.43922099471092224,0.5031933188438416,0.5834367871284485,0.575756311416626,0.5787400007247925,0.5016205310821533,2913.241611533757,5980.691130264946,0.264595363451087
21,03,02,01,-636.6510620117188,77.457763671875,-5.906012535095215,15.380356788635254,8.17531681060791,-5.702390193939209,-8.212569236755371,-8.52536678314209,1.1650689840316772,-0.6626185774803162,-5.488892555236816,2.271763563156128,1.9417997598648071,-3.1521644592285156,0.08020273596048355,-0.3021352291107178,-6.071940898895264,1.2586820125579834,-5.5830769538879395,-1.8601667881011963,0.0034991970751434565,0.5568943023681641,0.6037564873695374,0.5300869941711426,0.4991452395915985,0.552403450012207,0.5305860042572021,0.39767342805862427,0.374210000038147,0.44693470001220703,0.5038334727287292,0.4464585781097412,0.4266452193260193,2631.3726546878447,5334.6357421875,0.26706380208333336
22,01,02,01,-706.096923828125,56.12049102783203,-1.7356935739517212,11.499129295349121,6.6266093254089355,3.3549983501434326,-3.254901170730591,-4.352572917938232,-8.300776481628418,2.3999369144439697,1.8832895755767822,-3.565655469894409,4.905780792236328,-0.4301503598690033,-2.8129334449768066,4.533576488494873,-6.01030158996582,1.0781869888305664,2.3496310710906982,-1.9526104927062988,0.0024383426643908024,0.5925757884979248,0.6382392644882202,0.6258933544158936,0.5912775993347168,0.555605947971344,0.5220327377319336,0.5676925778388977,0.5740883350372314,0.609937846660614,0.6298027038574219,0.6114662885665894,0.584559440612793,3150.454876135398,6397.498815199908,0.2997472426470588
23,01,02,01,-647.8721313476562,73.30626678466797,12.368461608886719,16.973800659179688,8.44353199005127,-0.3563533127307892,-7.460479736328125,-6.7849016189575195,4.166204452514648,-5.3987603187561035,-2.0026159286499023,1.6453360319137573,1.6008217334747314,-3.6946816444396973,1.4695788621902466,0.9339345693588257,-5.037137985229492,4.2363481521606445,-3.254000663757324,0.016941355541348457,0.0025098989717662334,0.5374930500984192,0.5427415370941162,0.4654090404510498,0.4452243447303772,0.5324918627738953,0.568461000919342,0.4865686595439911,0.46919772028923035,0.5366520881652832,0.5117160677909851,0.5059658288955688,0.4951534867286682,2939.3884908198174,5605.654509171196,0.26822714479813664
24,01,02,01,-700.5958862304688,67.11042785644531,27.70625114440918,24.992923736572266,14.44284439086914,8.583093643188477,5.3577775955200195,2.405161142349243,-1.2472139596939087,3.8253579139709473,5.594030380249023,1.1821616888046265,-0.8010116815567017,1.3215537071228027,1.6995350122451782,4.827826976776123,0.8289663791656494,1.1005572080612183,-0.35615983605384827,1.4868059158325195,0.002282853936776519,0.45489898324012756,0.4993050694465637,0.5330095887184143,0.5805366039276123,0.6478804349899292,0.6370506286621094,0.5501673221588135,0.5492435693740845,0.581993579864502,0.590061604976654,0.5265403985977173,0.4430747628211975,2485.9109558357,5511.242586678832,0.15557994981751824
25,01,02,01,-719.2991333007812,69.70035552978516,8.81762409210205,17.798477172851562,9.231941223144531,1.586482286453247,3.1073474884033203,-6.620429515838623,-2.672515869140625,3.7662134170532227,1.5157382488250732,4.374744892120361,0.34940287470817566,0.6779220104217529,1.871339201927185,4.241905689239502,-2.434296131134033,2.561577796936035,1.2585561275482178,1.6677807569503784,0.0017355481395497918,0.5659013986587524,0.5910706520080566,0.5557712912559509,0.569037139415741,0.5771200060844421,0.5506235957145691,0.5716375708580017,0.6711980104446411,0.6500029563903809,0.5336364507675171,0.5104147791862488,0.5085479617118835,2839.405659989568,5775.591571514423,0.2459560296474359
26,01,02,01,-715.51171875,79.24752044677734,11.868439674377441,21.907222747802734,8.03667163848877,9.485734939575195,0.42844337224960327,-5.962305068969727,-9.420585632324219,1.642064094543457,1.7418922185897827,-1.1519901752471924,4.915950775146484,3.294710874557495,-1.995290756225586,6.239522457122803,-1.0580391883850098,-1.488132357597351,3.7265467643737793,5.009937286376953,0.0021864164154976606,0.5211023688316345,0.5007216334342957,0.5407325029373169,0.538528561592102,0.5215480923652649,0.47837087512016296,0.48455414175987244,0.48340487480163574,0.5065997838973999,0.6099618673324585,0.5255100131034851,0.4886443018913269,2488.604351227566,5329.390869140625,0.20405970982142857
27,03,02,01,-666.9725952148438,61.7741584777832,15.874884605407715,12.405878067016602,10.35323429107666,7.397489070892334,0.7784835696220398,1.446776270866394,-2.742638111114502,0.8902961611747742,4.261718273162842,0.7734513878822327,-0.5550270676612854,0.6698006987571716,2.2743446826934814,2.005805492401123,-0.15207193791866302,1.1561906337738037,-0.34633880853652954,-0.2541189193725586,0.003576712217181921,0.5449320077896118,0.564051628112793,0.5484495759010315,0.6055405735969543,0.6096830368041992,0.6910475492477417,0.6190441250801086,0.5440095067024231,0.497579425573349,0.48411908745765686,0.5518534183502197,0.547743022441864,2615.5287425690685,5768.557871942935,0.16633406929347827
28,03,02,01,-656.1220703125,62.56888961791992,-0.892854630947113,14.576420783996582,9.912755012512207,0.694002628326416,-0.655547559261322,0.7557995319366455,-5.458770275115967,0.6352906823158264,3.775810956954956,-0.9254323840141296,-1.9158891439437866,1.7247248888015747,-2.2726709842681885,2.2884206771850586,-2.252147674560547,-1.1728779077529907,1.6055225133895874,0.4999907314777374,0.003080501686781645,0.4877578616142273,0.5373159646987915,0.5832201242446899,0.6560271382331848,0.6731627583503723,0.697432279586792,0.6657807230949402,0.6063034534454346,0.5670149326324463,0.5162798166275024,0.5017431378364563,0.5132097005844116,2883.057045483974,5844.4189453125,0.23842075892857142
29,04,02,01,-665.5852661132812,69.54156494140625,4.385484218597412,18.808996200561523,17.373653411865234,1.9425936937332153,8.62281322479248,0.8171100616455078,-0.3010527193546295,6.130512237548828,1.7790700197219849,7.6561665534973145,2.649857521057129,2.4775702953338623,3.0802040100097656,0.8074905276298523,1.8495150804519653,-0.3705989718437195,2.676647186279297,2.210134267807007,0.0035706153139472008,0.6166180372238159,0.5920079946517944,0.5514606237411499,0.5185659527778625,0.5712743997573853,0.5313906073570251,0.5081429481506348,0.565146803855896,0.5545280575752258,0.6507088541984558,0.7242485284805298,0.6018994450569153,2120.8785766563565,4983.129541357081,0.11798309112762238
30,04,02,01,-699.3178100585938,65.86637115478516,-1.4695123434066772,16.901195526123047,8.154821395874023,-0.10098227113485336,-0.18945947289466858,-7.2291460037231445,-10.660557746887207,-5.17381477355957,-2.092038154602051,-1.6745895147323608,-2.088059425354004,-3.128110408782959,-1.0312467813491821,-0.5564647912979126,-4.043363571166992,-2.3904988765716553,-1.9477765560150146,0.22683565318584442,0.0020024608820676804,0.534609317779541,0.5723412036895752,0.5708837509155273,0.5699576735496521,0.5737177729606628,0.5244872570037842,0.48791924118995667,0.5162302255630493,0.5896282196044922,0.5611769556999207,0.5054675936698914,0.48191848397254944,3049.0594732742697,5934.774502840909,0.2976264458198052
31,04,02,02,-606.1060791015625,51.190696716308594,-4.475017547607422,13.707724571228027,1.9421049356460571,-2.754014730453491,-7.3613667488098145,-8.50666332244873,-16.334505081176758,-3.4953882694244385,-1.7118579149246216,-5.745049476623535,0.09307851642370224,-6.062931537628174,-4.298379421234131,1.6857032775878906,-8.339622497558594,-4.126732349395752,-3.1617355346679688,-2.409515142440796,0.006125159561634064,0.5758188962936401,0.5653867721557617,0.5680931806564331,0.5610509514808655,0.5066334009170532,0.48621073365211487,0.48905864357948303,0.4990622401237488,0.4897250533103943,0.4935484826564789,0.580449104309082,0.6011412143707275,3303.2569733864993,6144.452700407609,0.30919424495341613
32,04,02,02,-599.6495361328125,66.53490447998047,-3.4026362895965576,16.463232040405273,16.671497344970703,3.1808626651763916,1.5877678394317627,0.5737718343734741,-0.8033839464187622,5.1786298751831055,-0.12097938358783722,1.988204002380371,1.24092435836792,3.291050910949707,4.61683988571167,4.392329216003418,1.88530695438385,0.3162882626056671,1.2515366077423096,2.698392629623413,0.006768297869712114,0.6478034257888794,0.6038300395011902,0.6051374673843384,0.5960686802864075,0.5683117508888245,0.5230070948600769,0.5202939510345459,0.561384916305542,0.5832890868186951,0.605523943901062,0.6056329011917114,0.6359866857528687,2124.705839258014,4382.873944788171,0.13913393980704697
33,03,02,02,-563.5391845703125,44.306884765625,-0.6016169786453247,5.879166603088379,0.6019850969314575,-0.45879173278808594,-5.97122049331665,-4.023950099945068,-10.1228609085083,-8.20802116394043,1.7182220220565796,-4.897808074951172,-5.252750873565674,0.8530390858650208,-2.694736957550049,-0.5815072655677795,-4.289108753204346,-3.6550791263580322,-2.20869779586792,-0.07377795875072479,0.008173048496246338,0.5117052793502808,0.4750162661075592,0.4701661467552185,0.47934967279434204,0.5117372870445251,0.5063719749450684,0.5129349231719971,0.4823060929775238,0.5048760771751404,0.5274763107299805,0.5706353187561035,0.5900479555130005,2896.3106946406647,5557.2509765625,0.22177933673469388
34,03,02,02,-514.9169921875,43.499629974365234,5.46319055557251,4.551441192626953,-1.0699446201324463,-0.23752456903457642,-4.322580814361572,-2.957796812057495,-6.060773849487305,-7.2757744789123535,-0.8193698525428772,-1.6686303615570068,-3.259970188140869,-3.364957571029663,-1.8427841663360596,0.12369804829359055,-6.690942764282227,0.9875510334968567,-1.8679025173187256,-1.9163434505462646,0.013980492949485779,0.4618436396121979,0.4551977217197418,0.465266615152359,0.48459094762802124,0.5162816047668457,0.5170071721076965,0.4535876214504242,0.4836161136627197,0.4726443290710449,0.4912206828594208,0.5747688412666321,0.509949803352356,2588.420447048486,5683.339585057947,0.19339494515728478
35,04,02,01,-818.9242553710938,66.44029998779297,22.064111709594727,26.34109878540039,15.83062744140625,15.551851272583008,2.8938684463500977,-4.7785563468933105,-0.20580826699733734,7.920870304107666,-0.4926576018333435,3.5609147548675537,3.7166025638580322,-1.1218312978744507,-2.78761887550354,3.2103283405303955,0.04851648584008217,1.108453392982483,-1.3920164108276367,1.4992376565933228,0.0004171589098405093,0.41319382190704346,0.44144347310066223,0.5242688059806824,0.601892352104187,0.6818796992301941,0.7406947612762451,0.6357725858688354,0.6228045225143433,0.5195072889328003,0.44623592495918274,0.4481089115142822,0.46298104524612427,3091.3916159588393,6228.515625,0.31509088010204084
36,04,02,01,-636.13330078125,65.55796813964844,1.9236925840377808,19.140573501586914,9.06645679473877,-1.0223082304000854,4.642013072967529,-6.8498053550720215,-8.421963691711426,-0.8699964880943298,-1.1925290822982788,-4.629245758056641,-0.8687218427658081,-0.7114669680595398,-1.5663436651229858,-0.22015611827373505,-5.415733814239502,1.9577842950820923,-0.34428727626800537,-0.38986143469810486,0.0036003903951495886,0.49975618720054626,0.528761088848114,0.5114588737487793,0.5421196818351746,0.5605751872062683,0.5815951824188232,0.5798091888427734,0.673082709312439,0.5927932262420654,0.524276852607727,0.539923906326294,0.5434699654579163,3014.1857538159225,5924.9436598557695,0.32408728966346156
37,03,02,01,-654.3505249023438,69.97673797607422,2.7305350303649902,19.04706573486328,0.2228541374206543,14.775766372680664,-0.3369785249233246,-2.7251875400543213,-6.621672630310059,2.380934953689575,4.271353721618652,-4.486672878265381,3.5743350982666016,1.3719203472137451,0.3883252441883087,1.6777534484863281,-4.310470104217529,1.5046442747116089,3.8527417182922363,-1.8548187017440796,0.0036816697102040052,0.4926456809043884,0.5118727087974548,0.6280955672264099,0.6722898483276367,0.6690678596496582,0.649172306060791,0.4791710078716278,0.40854424238204956,0.40180444717407227,0.4607886075973511,0.511796772480011,0.5364495515823364,2167.7226820234555,4621.507252513112,0.12822333916083917
38,03,02,02,-512.328125,45.79688262939453,-15.327377319335938,3.0226364135742188,-3.0500569343566895,3.9120867252349854,-12.193446159362793,-15.058548927307129,-9.1072998046875,-2.9023311138153076,1.8874220848083496,-7.7830586433410645,-3.974332571029663,0.6862382888793945,-1.1929172277450562,2.0665550231933594,-4.650692462921143,6.166314601898193,-1.8099231719970703,-2.0303566455841064,0.009429912082850933,0.41350680589675903,0.4915832281112671,0.4230650067329407,0.33292341232299805,0.37506458163261414,0.352761447429657,0.35606107115745544,0.46171966195106506,0.5554089546203613,0.5175530314445496,0.4419415593147278,0.4063235819339752,2525.110355252852,5160.090748856707,0.15461544874237804
39,04,02,02,-521.3792724609375,61.4284782409668,-14.009234428405762,11.899589538574219,11.3092041015625,-8.646040916442871,-16.223739624023438,-5.089361667633057,-23.031387329101562,-4.900485038757324,1.5530163049697876,-14.11392879486084,-4.314587593078613,-1.568049430847168,-7.6305952072143555,-0.8173664212226868,-6.289971828460693,-2.1230249404907227,-0.3881255090236664,-4.43326997756958,0.012687547132372856,0.3829646706581116,0.3365226089954376,0.37633857131004333,0.487153023481369,0.49596989154815674,0.46471455693244934,0.4221557080745697,0.4569132328033447,0.4516659080982208,0.5032856464385986,0.5473870635032654,0.4209012985229492,2642.139223823444,5146.318518597147,0.2884521484375
