label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20
03,-517.99835,48.429356,-10.63123,8.240811,-0.5801833,-1.7672244,-10.825087,-8.834173,-18.274193,-4.522711,-0.38373822,-8.764274,-0.25452155,-3.4930553,-7.331167,2.1078625,-9.868227,-3.5537949,-2.6766725,-4.4394765
03,-539.445,50.089912,-9.413102,7.3313713,-1.5391942,-2.915576,-10.203905,-9.220143,-17.611135,-6.7411213,-2.1611884,-6.623913,-0.6615962,-2.431635,-8.128847,0.5064406,-8.942966,-5.300001,-2.9627817,-2.8139644
04,-681.0887,61.20893,-2.3614292,14.609263,6.42404,-2.480571,-2.8604648,-8.270592,-11.429063,-4.0701127,-4.6368127,-1.3228488,-1.2236596,-6.0301266,-2.3043845,-0.9509361,-5.8226027,-4.289969,-3.3870828,-0.5479178
04,-699.3178,65.86637,-1.4695123,16.901196,8.154821,-0.100982666,-0.18945956,-7.229146,-10.660558,-5.173815,-2.0920382,-1.6745899,-2.0880594,-3.1281104,-1.0312468,-0.55646485,-4.0433636,-2.3904986,-1.9477761,0.22683573
04,-735.7175,60.750244,-3.7851462,14.374075,6.250601,-1.4310757,-2.0664592,-7.237083,-11.304367,-3.4978764,-1.3165076,-1.0398877,-1.593715,-3.0625477,-3.0109308,0.021422127,-4.856053,-5.939772,-0.96323925,-0.21937954
04,-711.97723,59.904884,0.3726547,15.941612,5.686013,0.17289697,0.9133654,-7.1861973,-12.554299,-3.6523023,-2.713324,-2.1553164,-0.36862716,-3.765271,-2.878259,2.1359408,-3.4851253,-4.0225143,-1.9250973,0.101212904
04,-670.13257,62.794804,0.53348404,17.201584,7.444827,-1.4825205,-1.2730863,-7.1272526,-9.773833,-1.1572163,-2.7852929,-2.2847834,-0.47482648,-4.769212,-1.7281963,1.3593626,-5.280476,-2.8061256,-2.8621888,0.06586205
04,-627.64435,51.20387,-5.2075257,10.820925,3.3913434,-3.3029513,-8.9770565,-6.8396683,-15.439203,-4.1348023,-2.5005705,-6.6673713,0.044459533,-4.6238947,-5.383047,1.4899141,-9.344369,-3.1813393,-0.96571076,-2.436524
04,-620.41205,55.264126,-6.0008373,13.997067,3.6677697,-2.4729056,-7.084649,-9.022414,-18.741243,-4.6358047,-2.5257583,-7.0122285,0.11720707,-5.3427916,-4.029319,1.6764699,-6.9946547,-4.3485246,-3.1244743,-2.35171
04,-606.1061,51.190697,-4.475017,13.707726,1.9421049,-2.7540147,-7.3613663,-8.506663,-16.334505,-3.4953883,-1.7118584,-5.7450495,0.09307833,-6.062932,-4.2983794,1.685703,-8.3396225,-4.126732,-3.1617355,-2.4095151
01,-650.8943,54.80375,-9.417806,8.739083,-4.7143564,-3.4409685,-5.6857142,-8.290846,-4.2880306,-0.5837283,-5.029162,-1.6927906,-5.354184,0.43609875,-7.137515,-1.7854398,-3.0381708,-1.7612576,-1.7256436,-0.42680505
01,-646.1801,49.417755,-11.098909,11.778479,-6.1193175,-2.7865245,-5.5846972,-7.0288744,-3.0763657,-1.670174,-3.5760722,-2.0476074,-5.773445,0.061867177,-6.356431,-2.875636,-2.5480042,-0.71012276,-2.0607865,-0.22304614
01,-622.747,51.61619,-10.745435,5.0713162,-5.1141696,-2.9169607,-6.022872,-9.095473,-5.5401945,-1.6962346,-5.324881,-2.586216,-6.698278,1.8708116,-6.5355263,-2.881165,-3.4690945,-3.238866,-1.4597529,0.18088855
01,-638.2261,46.83678,-10.231155,5.234218,-6.752375,-4.735816,-6.6133566,-10.276404,-6.4037423,-2.911081,-5.9783354,-2.9618225,-8.829143,-0.11867338,-7.7374587,-2.8860161,-3.2935808,-4.325677,-1.5820655,-0.62883115
03,-584.9826,43.496384,-21.614393,8.839933,-7.1853065,-5.8512516,-4.9400268,-12.593784,-4.777973,-3.0697253,-5.816587,-2.428998,-8.78256,-0.5739794,-5.75959,-3.5180035,-2.640684,-1.4212259,-3.4502132,1.1343635
03,-604.90076,45.425896,-18.244106,12.39516,-6.782183,-6.252317,-4.8972063,-12.20587,-3.9258258,-3.7939324,-6.6496415,-1.5097835,-8.132658,0.39769754,-5.3137608,-4.1394095,-2.363482,-1.050864,-2.9909658,2.0771847
03,-597.07983,42.59051,-21.175423,5.6965714,-8.307208,-6.419817,-9.269518,-14.622379,-5.3774085,-3.3579507,-8.641006,-2.1729333,-10.428896,-0.5958707,-6.4722457,-5.4850335,-3.0978487,-3.975929,-4.5468283,1.1972514
03,-593.23737,46.830235,-15.857088,8.831298,-6.524243,-5.7552876,-8.941186,-12.57151,-3.4207585,-1.8470572,-7.4247017,-1.6749732,-8.783272,0.0549523,-7.3187838,-4.429307,-3.109885,-3.1098657,-3.4920943,1.3883096
03,-485.7631,32.564266,-30.229742,7.220267,-11.697917,-14.50974,-7.1570253,-15.302261,-4.2934856,-7.598068,-9.714729,-1.8769459,-11.951104,-0.04800739,-6.903604,-5.931462,-0.8057376,1.0153999,-1.1401495,2.1391926
03,-484.05106,36.137093,-31.03271,6.3685184,-9.820409,-15.266206,-8.617332,-13.688791,-5.406814,-5.5692015,-9.62315,-0.3248102,-11.087544,1.0703405,-5.4873924,-4.4346766,2.1433733,1.4166348,-0.77979,2.0796049
03,-534.6047,38.307034,-23.22356,4.866497,-6.7310534,-11.695545,-12.037037,-14.700943,-4.388576,-3.402954,-11.866533,-1.9465001,-11.020418,-0.7645269,-6.811816,-7.5330634,-2.8066916,-4.3896456,-4.252509,1.1269569
03,-535.76544,36.595924,-22.95475,4.3493896,-8.955843,-12.382878,-9.473108,-14.072242,-6.5938363,-5.6398363,-11.27791,-1.5097877,-12.058823,-0.03917854,-6.9970827,-6.277375,-0.30352545,-0.7547487,-2.2789702,2.1310632
04,-676.31964,52.964455,-10.136503,7.550152,-6.3762927,-4.178476,-7.068977,-10.332885,-6.4513655,-3.6624012,-5.2573543,-5.186759,-5.317776,1.7131131,-6.3841634,-2.6270258,-5.0778294,-1.9103111,-5.6597004,-2.243248
04,-668.9336,55.743156,-10.204071,9.223741,-5.7168455,-2.9163496,-5.042352,-8.866899,-6.8523974,-1.2660599,-5.563672,-3.4099414,-5.798491,0.64906466,-6.2390347,-3.2309122,-4.9988804,-2.1604836,-5.5063124,-2.2226212
04,-655.3415,43.677837,-5.2189426,4.603639,-5.156024,-4.3768234,-9.468048,-11.186403,-4.668421,-2.714035,-6.607882,-3.3353498,-6.87026,-0.3949813,-6.888627,-4.14106,-3.7551541,-2.9311433,-4.816313,-2.2845297
04,-677.4675,44.886986,-6.0337305,7.0357404,-3.4670274,-3.5886157,-7.292115,-9.730918,-5.9338775,-0.38531503,-6.3662987,-3.2403355,-6.403016,-0.54554564,-6.521588,-2.6619427,-3.6104887,-2.8203263,-3.8174338,-3.1675928
04,-660.6323,47.767452,-10.136597,6.365404,-9.270041,-6.1767774,-10.420611,-13.701196,-9.670582,-3.725507,-8.18201,-2.204686,-7.3106856,3.3797722,-5.299753,-5.3305473,-3.2997713,-0.94887406,-3.5709705,0.072365426
04,-678.293,54.15897,-5.9445763,8.346849,-5.2744904,-4.170527,-10.404665,-11.639801,-9.474607,-3.1096156,-7.2014437,-2.9393706,-7.071587,-0.3357767,-5.6116066,-3.2563229,-2.989704,-0.54328525,-5.1885777,-1.3187846
04,-662.81494,44.245247,-6.5981483,4.500262,-6.593671,-4.44403,-11.369555,-14.229709,-10.855629,-4.383844,-8.694328,-3.6855423,-9.680082,-0.9979378,-6.7921877,-7.263728,-3.4863892,-3.3615317,-7.666709,-2.3210342
04,-660.67267,44.713608,-7.2373023,5.448997,-5.675724,-6.8429885,-12.824044,-13.454954,-9.207122,-2.4228756,-10.143802,-3.5646155,-8.813178,-0.36438578,-5.551174,-6.9813848,-2.6469219,-2.4883924,-6.811668,-1.3865649
01,-614.9288,57.043564,-3.021512,10.985645,3.9061456,-2.1395922,-12.366039,-6.327237,-3.4767365,-8.206358,-2.2688315,-2.2955592,-5.2996683,-0.52275115,-6.265928,-1.416912,-4.9725513,-2.5970676,-2.2393925,-4.7288775
01,-618.7143,67.53399,4.9186773,17.342468,10.384308,2.0096314,-8.098287,-3.235159,0.39646628,-4.0753613,0.093036674,0.7362553,-0.8446521,2.690057,-3.9009626,4.0555406,-0.88357395,0.725936,1.4666967,-1.0995821
01,-626.9946,60.033463,-0.64961445,13.097473,5.5355597,-0.06244403,-13.7224655,-5.5832405,-4.8118186,-7.699007,-0.46337238,-3.704978,-4.5088005,0.71093696,-6.259613,-1.3691566,-4.046651,-3.7560775,-2.879513,-3.8965716
01,-615.61346,56.335976,2.7403734,12.261622,6.255967,1.472977,-15.829118,-7.4610596,-6.101543,-8.495552,-2.549055,-2.5430124,-4.12185,-0.5255391,-6.106432,-0.87163574,-3.3064191,-3.2740633,-1.615507,-1.9405198
03,-541.5383,62.87252,-10.877332,5.037767,2.932835,-0.36978528,-14.493994,-10.848329,-9.85,-8.724576,3.3822546,-7.0545483,-5.555363,-1.4854314,-6.5299325,-0.54461133,-4.940336,-3.3722217,-4.6580048,-4.777941
03,-518.9986,60.551846,-13.637861,-0.9986693,-4.3321853,0.42300093,-14.296113,-10.94811,-10.021317,-11.463923,1.5398659,-9.289662,-5.943897,-1.8823404,-8.159346,-3.2471888,-7.749673,-3.171117,-2.8748236,-5.722592
03,-531.0387,47.807587,-6.963957,5.480205,1.1962211,-1.4832946,-18.957058,-9.547029,-8.387545,-12.495851,-2.208148,-10.097685,-5.9374,-3.9391398,-7.67079,-2.7705748,-6.529939,-4.2352037,-2.5917375,-4.233988
03,-559.2213,53.324924,-4.249674,2.8140569,-2.1775608,3.8542202,-17.30927,-9.156481,-6.833825,-10.610932,1.383939,-8.377904,-4.6669283,-3.5574875,-5.463818,-2.218249,-7.6799526,-3.3762825,-2.6468117,-5.3199105
03,-431.33728,47.18008,-10.593648,-3.690509,-8.616012,-0.66783404,-16.165913,-9.424248,-8.239405,-12.862873,3.3868077,-8.548524,-7.002973,0.1267483,-7.89726,-3.0247657,-7.428796,-2.6919668,-4.817711,-5.094462
03,-396.45468,44.775715,-17.39508,-3.0589323,-13.056769,-0.72142327,-14.436796,-12.3840885,-11.693839,-14.757229,2.7685714,-9.566244,-7.3765354,0.6371579,-11.287531,-3.1680856,-8.44451,-2.2905738,-4.908761,-6.8006864
03,-349.6674,42.43333,-5.9120493,-2.6631446,-10.634675,0.2579969,-12.829424,-13.968916,-12.12862,-17.206396,-3.6358771,-5.2925606,-10.909998,0.60471755,-3.5831506,-3.0407748,-7.283179,-2.6604834,-4.7925205,-3.0680265
03,-399.27707,46.858692,-11.724073,-5.4995656,-3.7466187,1.6842251,-15.767428,-9.530358,-10.023895,-12.360272,1.6404461,-9.967885,-6.0258565,-0.71014535,-6.0382676,-2.5248795,-7.070398,-0.7692256,-4.147042,-6.5452375
04,-657.4706,75.68492,-3.3017871,10.135679,6.4907336,1.9337863,-11.015346,-5.3105726,-4.5702024,-6.9267445,0.43586534,-4.842942,-4.332523,-0.675582,-7.1665087,-1.5825446,-5.2580047,-0.37740272,-4.2156577,-4.085717
04,-658.49664,73.64157,1.3580229,10.467987,7.5388055,-0.017871113,-10.253289,-4.278881,-1.9358724,-5.5364704,-1.9011793,-3.2915826,-3.9076095,-0.8245537,-5.4846997,0.33246222,-4.194613,-0.60606575,-4.292369,-3.8198788
04,-595.1368,63.510426,-5.011944,12.796571,5.428904,-1.6100444,-13.789957,-7.936433,-5.2191668,-7.9268417,0.96130747,-4.3251233,-4.573007,1.2370119,-4.772651,0.6280161,-3.237367,-1.9872732,-1.8181164,-3.7256804
04,-606.32025,68.758484,1.8392038,13.892829,6.1267815,2.9300258,-16.111294,-6.300602,-3.2482893,-8.244555,1.7907895,-2.213346,-4.301117,0.4169944,-3.1525922,0.4280598,-3.4323559,-0.78144366,-3.4520905,-2.9589157
04,-521.60547,61.250347,-14.601927,-1.4348055,-2.0352578,-6.6442857,-17.963732,-16.234602,-17.039106,-19.195726,-5.232376,-8.281861,-10.627628,-6.3763,-6.5919046,-2.6965015,-4.0846844,-4.040656,-0.23549554,-2.1056786
04,-476.23645,50.61528,-9.190155,5.8719234,-1.4452288,-2.7087593,-15.311542,-13.963468,-10.657339,-13.1247225,-3.4391556,-9.831896,-10.496798,-5.4042935,-7.6623535,-2.7922623,-5.2191677,-3.0256395,-0.70053816,0.2316742
04,-423.9662,52.715046,-11.070424,7.5575805,5.1073565,-0.24940512,-12.895695,-14.734842,-13.631595,-11.465832,-3.186651,-9.2657995,-5.227698,-2.7279065,-7.1877947,2.0690873,-1.182938,-1.674479,0.80014855,1.2558023
04,-471.8605,56.930565,-6.866834,8.439901,3.4934406,1.2024559,-11.127562,-9.65244,-12.473186,-11.033507,-2.9163744,-6.2571573,-6.2443776,-1.3116419,-5.0252366,1.6315691,-3.8820965,-2.911223,0.15142885,-1.3253542
01,-696.0675,43.307808,-7.648171,9.352092,-4.542875,-4.554706,-6.906548,-12.3150835,-7.672585,-3.2439518,-3.601901,-6.7364216,-4.881032,0.7375471,-6.8703184,-3.1288347,-1.825155,-0.5759789,-1.0060879,4.6189194
01,-699.26776,44.335796,-7.82741,6.512683,-8.401971,-7.2458043,-8.862165,-14.427534,-11.232479,-4.977951,-4.7202163,-7.776587,-5.693413,-0.6686392,-8.191672,-4.4700084,-6.022089,-4.992639,-5.2011247,2.2047203
01,-719.53705,46.837788,-7.054992,2.3803468,-6.285395,-4.228908,-10.03861,-14.340988,-9.160994,-5.7434106,-5.806042,-9.008413,-6.260825,-1.598817,-8.742014,-4.592609,-4.4423947,-3.9421136,-6.1185265,0.64456373
01,-726.96484,46.980766,-3.5719147,2.517974,-6.291304,-4.3311176,-8.995695,-13.757972,-9.505559,-5.343702,-5.365843,-8.208154,-6.520151,-0.7330304,-8.996795,-5.3604174,-4.49215,-3.974892,-7.4846053,-0.23970604
03,-650.66174,46.810387,-16.541317,6.6996655,-8.077784,-8.25237,-8.07585,-13.9484215,-8.493511,-4.10484,-8.136119,-8.502003,-6.69275,0.19924897,-8.314692,-1.3908617,-4.1639233,-4.2453713,-5.8577013,-1.3677465
03,-599.1998,40.03374,-20.684168,6.0994496,-7.2056875,-10.962782,-5.5297422,-14.872587,-8.973993,-2.5525014,-7.5911903,-7.1937613,-7.293463,-0.03406273,-8.895428,-1.8364009,-2.0823147,1.4117775,0.44906437,4.533867
03,-620.53906,44.498737,-13.245069,9.256365,-4.543313,-7.1746964,-3.7043278,-12.141912,-7.443602,-5.4384346,-4.532476,-6.2167726,-5.553967,-1.5549171,-7.1645346,-3.7068396,-6.5831,-2.9454834,-6.8900867,-0.6049763
03,-608.1314,43.607483,-15.557558,6.0799603,-4.2179766,-9.615641,-6.1364093,-13.96159,-5.900117,-3.571933,-6.1922655,-5.271968,-5.105642,-1.4594921,-8.898972,-1.9773625,-3.3187034,-1.9683037,-4.086186,0.77113277
03,-498.76254,35.200817,-23.765638,2.8373475,-6.5155153,-8.1277075,-5.190759,-15.978068,-8.026439,0.37152547,-4.5276237,-8.503257,-2.140837,5.959587,0.6730465,2.9948585,-3.3107252,-0.0037872863,0.85741824,7.4294257
03,-499.9376,21.542849,-21.957773,2.5035236,-8.860137,-10.520766,-2.4132986,-13.04476,-5.354247,-3.0491748,-7.056831,-6.5530515,-6.54346,3.8374412,-3.5412192,5.263275,6.3066397,6.5792356,5.0986423,5.270905
03,-520.76996,23.706362,-18.468113,1.5005544,-9.584969,-11.301262,-8.073826,-15.245839,-8.214785,-4.710496,-7.7861032,-5.6850433,-7.163193,-1.9603308,-10.049475,-4.8713245,-4.949999,-2.8526752,0.8181421,5.7311745
03,-463.45193,25.248047,-26.156567,0.9776455,-9.701408,-12.812046,-11.644754,-17.555273,-5.6996922,-5.0128946,-10.177122,-11.141163,-6.583043,2.8494704,-6.090129,3.2745461,2.1538403,5.3059344,4.702973,5.1760993
04,-691.34955,44.536716,-1.1524978,9.636155,-4.1645455,-4.912642,-4.519446,-11.261095,-9.55613,-6.8962846,-4.028088,-7.0070796,-6.9422994,-1.0679518,-5.619115,-4.27063,-4.4632688,-1.0818665,-5.1601267,-0.61410105
04,-583.96967,31.176363,-9.602682,0.8323908,-7.659716,-8.263578,-5.3397536,-14.5842,-9.263144,-3.6656606,-5.1280255,-5.992165,-8.547925,3.2077308,-7.3982325,-1.4651943,0.5454079,1.8341272,1.9945483,2.5960054
04,-588.043,29.65128,-9.778946,2.1901479,-6.513243,-12.220552,-7.084225,-16.330256,-10.241982,-6.0090055,-8.075744,-6.465574,-8.345094,1.7529223,-9.362238,-2.7632954,-2.5891209,-2.1465864,0.5943589,5.922905
04,-601.57855,21.339907,-9.956872,-2.047042,-8.6584,-15.083613,-6.9704022,-17.833303,-10.071756,-4.6991014,-8.747872,-5.749749,-7.3702655,1.9063249,-7.4102426,-0.39136353,-0.66336566,0.9952594,3.808599,8.651912
04,-542.8177,21.365578,-21.771059,-0.15568878,-7.958714,-15.398508,-9.662645,-17.351524,-9.009064,-1.3535403,-6.430356,-3.5555327,-3.2068317,8.88864,3.6471345,6.4201083,3.391913,3.1130674,2.84963,3.2871482
04,-499.88785,17.818071,-15.26798,-2.346252,-10.897203,-10.355876,-4.4478145,-11.849228,-8.280786,-0.28659534,-2.1624956,1.0188493,1.3347994,13.299484,8.227417,9.213357,2.1680694,1.6909744,1.7807381,2.7575264
04,-451.61063,5.0436344,-29.954323,-7.0558653,-14.298758,-19.196112,-14.409078,-19.936407,-10.03218,-3.9324853,-6.720539,1.3286963,7.0017533,19.319366,4.2438183,1.5961419,-3.4990788,-5.925734,-0.33057994,0.99272275
04,-474.52176,10.858267,-25.54012,-1.8480532,-10.28506,-17.489714,-9.706697,-17.179527,-9.832936,-6.2499332,-8.627338,-5.891327,-0.9055284,12.054172,7.395993,11.752903,5.8441067,-0.35116446,-2.5401974,0.35262865
01,-713.6158,68.68589,7.664187,15.464368,11.3921175,0.7523389,0.6834189,-2.4569511,-0.43897668,2.2010481,2.1009107,1.8556145,-0.49745744,1.4801301,0.17323978,4.1929617,-2.5186896,3.1398847,0.5683366,1.2603264
01,-731.2472,71.58017,4.354532,19.836895,11.581896,3.5022924,2.7159665,-3.0513399,1.3193291,4.518215,3.7762191,3.204413,-0.06568902,1.543281,3.0383518,3.3926835,-2.1316788,2.735763,1.2460266,3.3302188
01,-687.49054,65.41656,2.7788746,17.77697,8.4273205,0.0031904534,2.2309542,-5.4662824,-6.666819,3.4005356,1.7406383,1.9055191,-0.74186283,0.2538299,0.85703105,2.6048634,-3.3395324,0.22802922,1.6605091,1.6765747
01,-719.29913,69.700356,8.817625,17.798477,9.23194,1.5864822,3.1073475,-6.6204295,-2.6725154,3.7662134,1.5157382,4.374745,0.34940305,0.6779219,1.8713392,4.241905,-2.4342961,2.5615778,1.2585561,1.667781
03,-676.1687,65.938034,4.0167685,15.871184,8.692399,2.0677497,-0.9211863,-0.7079808,-10.634569,-2.8996036,5.7431226,-2.0847204,-2.0923674,2.6178727,-1.287457,1.7455653,-2.9658952,0.1407536,-0.60927,0.21549502
03,-656.1221,62.56889,-0.89285475,14.576421,9.912755,0.69400287,-0.65554744,0.75579935,-5.4587708,0.6352908,3.775811,-0.9254324,-1.9158891,1.7247249,-2.2726712,2.2884207,-2.2521477,-1.1728779,1.6055224,0.49999094
03,-681.7042,54.029446,7.5366144,15.355804,7.1459064,0.95641965,0.060217034,-3.4416506,-3.5047002,0.48316246,1.9479753,-0.81341535,-1.7843853,0.053358223,-1.5989449,2.9696403,-2.8841825,0.043818697,2.3140426,2.1707299
03,-612.2388,68.734024,-0.117070675,12.253507,2.5897708,-2.2271156,-3.7935297,-5.217251,-8.656675,-0.54523116,2.3057823,-3.0138295,-1.450616,-0.13440344,-2.2848327,0.6054305,-5.1269097,-0.6093295,0.74169964,-2.376957
03,-616.90485,52.813377,2.9913752,7.975918,-3.0402522,-1.3012878,-6.2611036,-4.024496,-10.282857,-6.8412757,1.9053063,-4.985494,-4.7931414,1.9738841,-1.0531918,-1.0799445,-5.291836,-1.8101481,-3.252519,0.6963618
03,-548.3877,58.449238,-12.02651,3.3049126,1.572276,-2.580682,-9.431442,-2.4999602,-12.325009,-5.897666,4.748606,-5.666473,-2.8149102,3.9968166,-3.686012,-0.056497265,-4.5012965,-1.905835,-4.152982,-0.6794724
03,-563.10223,60.21989,-3.2200475,8.516215,3.627344,-1.9048675,-8.000361,-6.7746387,-16.87483,-4.5195007,2.7595844,-6.3747373,-5.1569123,1.3670275,-4.193921,0.25824493,-5.072401,-3.9958093,-2.4940565,-1.6824131
03,-563.5392,44.30688,-0.601617,5.879167,0.60198486,-0.45879194,-5.97122,-4.02395,-10.12286,-8.208021,1.718222,-4.897808,-5.2527504,0.853039,-2.6947372,-0.5815072,-4.2891088,-3.6550791,-2.2086978,-0.07377817
04,-778.0119,75.42872,16.261286,22.48716,11.808348,5.1601825,3.1362538,-3.8425086,1.4948186,5.0938478,0.6732427,6.578344,-0.9559983,1.5010962,2.3372614,3.2461312,-0.16258585,4.0971656,0.272105,3.975155
04,-752.8749,76.065025,7.9530697,22.763855,10.069227,2.996156,0.40972105,-3.4391654,-0.98511094,7.256378,1.2112533,3.201348,-3.2435756,0.8478096,0.99512655,4.2555103,-1.3467289,2.473931,0.4609233,3.515191
04,-776.6056,66.37907,14.292613,18.883982,11.453787,6.1691236,1.4951869,-4.079505,-3.4555137,7.024431,2.5918725,1.5588862,-2.9017072,2.5782328,1.7367115,5.402864,-2.2606888,3.854065,1.5241584,2.9219186
04,-746.2041,76.63135,17.053694,22.271168,9.760005,3.4784064,2.51064,-4.3837824,-0.9686717,7.9154572,3.0217361,3.5968697,-2.2024977,2.3287024,0.7530683,3.413691,-3.0773244,4.7501,-0.30981937,3.08247
04,-744.35583,72.49137,12.979535,21.66144,8.515943,2.6355407,-1.1015152,-1.0233274,-0.9150521,1.4829619,0.7018984,1.3019804,-2.7345307,4.0272846,0.19777016,5.2314143,-2.9388595,2.9740875,-0.44953275,0.7846634
04,-758.38385,72.66763,5.487117,25.311005,13.333626,5.10139,-4.7511973,-1.0098001,-1.1111202,1.6268697,1.7343432,0.7152109,-2.0871496,2.628531,-0.9265933,4.0818954,-0.6972078,0.9300492,1.4810085,0.59710735
04,-718.9235,57.54979,6.9816875,20.40861,5.793911,1.2416637,-1.8948585,-3.4604104,-0.70734894,0.88873214,2.008382,-0.21833141,-2.7708964,1.8708196,1.5639784,6.48329,-1.6411784,1.6185111,1.5192093,2.9835527
04,-748.2275,67.33303,4.2888975,18.126238,10.832129,3.058195,-0.835627,-1.9481323,-4.1565003,1.7480853,4.128842,0.95209277,-2.8321877,1.4013807,1.059332,7.0288625,-2.3122218,-1.7439187,0.30489913,4.266237
01,-736.34485,51.322998,-18.898245,9.064174,0.19890796,-9.804991,-9.058819,-9.547379,-7.6624475,0.6796632,-6.6835337,-3.0418437,-7.716628,-4.2783,-7.6628256,-2.597539,-5.1254225,-3.591006,-5.699686,-7.427014
01,-697.29865,53.166103,-18.83835,13.743217,-0.52245563,-12.350416,-10.018876,-9.370842,-4.01157,2.1950943,-5.4697866,-0.29023966,-6.711085,-1.3795547,-6.3326583,-2.8944142,-5.449866,-4.549268,-5.15801,-5.5926447
01,-704.4646,51.1057,-11.469509,9.683424,0.05233889,-8.549101,-11.263283,-9.120305,-6.2406406,1.9151466,-6.977554,-0.91602385,-4.3153915,-3.913636,-4.816609,-2.8417811,-3.36497,-3.392887,-3.981728,-4.001229
01,-710.7978,53.439884,-15.190397,8.793199,-0.5541646,-10.416554,-11.918135,-10.52221,-6.4946976,0.5187961,-8.738666,-2.2041054,-5.876751,-3.9162097,-5.2745504,-3.8371444,-3.0035796,-3.9445095,-5.3006396,-4.574412
03,-614.4395,61.514515,-40.839836,15.991168,1.1522915,-23.486868,-16.558306,-13.2443285,-4.4234157,0.7382653,-14.244099,-3.414735,-3.0012681,-4.376782,-2.1786616,-6.9843087,-7.1112947,-1.6156987,-5.7229724,-4.5725045
03,-574.1692,42.048836,-50.638577,7.814414,-3.2513835,-23.890253,-15.885046,-16.21085,-11.031569,5.900719,-17.436363,-2.9095464,-5.733043,-9.023292,-3.2299953,-9.130769,-7.11109,-0.8885178,-3.1203256,-4.9109898
03,-646.9394,45.0347,-32.32461,7.857862,-4.7606535,-17.626114,-14.33014,-16.202158,-6.792403,1.0381083,-14.931157,-2.2400718,-5.493744,-8.564045,-4.9883575,-5.843177,-9.221053,-1.3694344,-7.837609,-5.657732
03,-614.498,41.911102,-30.196047,7.704745,-0.023833614,-18.892517,-11.14972,-15.382216,-7.056724,3.6756923,-11.231667,-3.6972287,-2.690237,-7.0805564,-4.3624907,-4.5289497,-6.069355,-0.79034793,-7.335785,-7.8863378
