file,emotion,emotion_label,dataset,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20
03-01-04-02-02-02-17.wav,04,sad,ravdess,-539.41504,54.271725,-13.993028,11.0460615,7.3235974,3.1846468,-1.6580386,-12.651204,-11.389345,7.231942,0.3860597,-4.942713,6.472325,-0.048161816,-1.2996874,5.930406,-0.94961935,-2.5798745,-1.092296,0.16896488
03-01-04-01-01-02-17.wav,04,sad,ravdess,-594.8106,68.046555,0.20548172,11.384307,11.102552,5.2405405,8.234714,-4.0682397,-5.8313036,4.977813,2.1031854,1.0342094,6.504382,1.3788213,0.48692533,2.4043047,1.0028925,2.4142814,-1.1506196,1.4609029
03-01-04-01-01-02-03.wav,04,sad,ravdess,-658.49664,73.64157,1.3580229,10.467987,7.538805,-0.017871164,-10.253289,-4.278881,-1.9358724,-5.5364704,-1.9011796,-3.2915828,-3.9076095,-0.82455367,-5.4846997,0.33246225,-4.1946125,-0.6060658,-4.292369,-3.8198788
03-01-03-01-01-02-13.wav,03,happy,ravdess,-672.36865,60.971977,-5.075591,9.5279455,9.220523,1.9399732,-4.7345724,-2.9592056,-9.356763,1.3582917,2.1181853,-3.8931983,4.5902495,-0.35455382,-6.8870454,3.8726926,-6.066606,-0.3312315,2.5462549,-2.9034965
03-01-03-01-01-02-07.wav,03,happy,ravdess,-636.65106,77.45776,-5.906013,15.380357,8.175316,-5.70239,-8.212568,-8.525366,1.165069,-0.66261864,-5.4888926,2.2717633,1.9417995,-3.1521645,0.08020279,-0.3021354,-6.071941,1.258682,-5.583078,-1.8601668
03-01-01-01-02-02-13.wav,01,neutral,ravdess,-706.0969,56.12049,-1.7356935,11.499129,6.6266093,3.3549984,-3.2549016,-4.352573,-8.3007765,2.3999367,1.8832893,-3.565655,4.905781,-0.43015042,-2.8129334,4.5335765,-6.0103016,1.0781868,2.3496308,-1.9526107
03-01-01-01-02-02-07.wav,01,neutral,ravdess,-647.87213,73.30627,12.368462,16.9738,8.443532,-0.35635346,-7.4604797,-6.7849007,4.1662054,-5.3987603,-2.0026162,1.645336,1.600822,-3.6946816,1.4695789,0.93393457,-5.037138,4.236348,-3.2540007,0.016941544
03-01-01-01-02-02-11.wav,01,neutral,ravdess,-700.5959,67.110435,27.706251,24.992924,14.442843,8.583094,5.3577776,2.4051611,-1.2472137,3.8253574,5.5940304,1.1821613,-0.8010114,1.3215538,1.699535,4.827827,0.8289658,1.1005572,-0.35615963,1.4868059
03-01-01-01-02-02-05.wav,01,neutral,ravdess,-719.29913,69.700356,8.817625,17.798477,9.23194,1.5864823,3.1073475,-6.6204295,-2.6725154,3.7662134,1.5157384,4.374745,0.34940305,0.67792195,1.8713391,4.241905,-2.4342964,2.5615778,1.258556,1.667781
03-01-01-01-01-02-19.wav,01,neutral,ravdess,-715.5117,79.24752,11.868441,21.907223,8.036672,9.485734,0.42844337,-5.962305,-9.420587,1.642064,1.7418922,-1.1519899,4.915951,3.294711,-1.9952903,6.239523,-1.0580393,-1.4881321,3.7265468,5.009938
03-01-03-01-01-02-11.wav,03,happy,ravdess,-666.9726,61.77416,15.874885,12.405878,10.353233,7.397489,0.77848375,1.446776,-2.742638,0.8902962,4.2617183,0.7734513,-0.55502695,0.6698007,2.2743447,2.0058055,-0.15207224,1.1561905,-0.34633902,-0.25411886
03-01-03-01-01-02-05.wav,03,happy,ravdess,-656.1221,62.56889,-0.89285487,14.576421,9.912755,0.69400275,-0.6555478,0.7557994,-5.4587703,0.6352907,3.775811,-0.92543226,-1.915889,1.7247249,-2.2726715,2.2884207,-2.2521477,-1.1728779,1.6055225,0.49999094
03-01-04-01-01-02-15.wav,04,sad,ravdess,-665.58527,69.541565,4.385484,18.808996,17.373653,1.942594,8.622813,0.81710994,-0.30105308,6.1305127,1.7790703,7.656167,2.649857,2.4775705,3.080204,0.80749047,1.8495151,-0.37059897,2.6766477,2.2101343
03-01-04-01-01-02-01.wav,04,sad,ravdess,-699.3178,65.86637,-1.4695123,16.901196,8.154821,-0.100982666,-0.18945956,-7.229146,-10.660558,-5.173815,-2.0920382,-1.6745896,-2.0880594,-3.1281104,-1.0312468,-0.5564648,-4.0433636,-2.3904989,-1.9477763,0.22683574
03-01-04-02-02-02-01.wav,04,sad,ravdess,-606.1061,51.190697,-4.4750175,13.707726,1.9421053,-2.7540147,-7.3613663,-8.506663,-16.334505,-3.4953883,-1.7118584,-5.7450495,0.09307833,-6.062932,-4.2983794,1.6857033,-8.3396225,-4.1267323,-3.1617353,-2.4095151
03-01-04-02-02-02-15.wav,04,sad,ravdess,-599.64954,66.534904,-3.402636,16.463232,16.671497,3.1808627,1.587768,0.57377183,-0.8033841,5.17863,-0.120979466,1.988204,1.2409242,3.2910507,4.61684,4.392329,1.8853072,0.31628826,1.2515365,2.6983926
03-01-03-02-02-02-05.wav,03,happy,ravdess,-563.5392,44.30688,-0.6016172,5.8791666,0.60198486,-0.45879173,-5.97122,-4.02395,-10.12286,-8.208021,1.718222,-4.897808,-5.2527504,0.85303915,-2.6947372,-0.58150727,-4.2891088,-3.6550791,-2.2086978,-0.073778115
03-01-03-02-02-02-11.wav,03,happy,ravdess,-514.917,43.49963,5.4631906,4.5514417,-1.0699445,-0.23752457,-4.322581,-2.9577968,-6.0607743,-7.2757745,-0.8193699,-1.6686305,-3.2599704,-3.3649576,-1.8427839,0.1236981,-6.690943,0.98755103,-1.8679025,-1.9163437
03-01-04-01-02-02-09.wav,04,sad,ravdess,-818.92426,66.4403,22.064114,26.341099,15.830627,15.551849,2.893869,-4.7785563,-0.20580795,7.9208703,-0.49265772,3.5609152,3.716603,-1.1218312,-2.7876189,3.2103283,0.04851632,1.1084534,-1.3920166,1.4992377
03-01-04-01-02-02-21.wav,04,sad,ravdess,-636.1333,65.55797,1.9236926,19.140574,9.066457,-1.0223085,4.6420135,-6.8498054,-8.421964,-0.8699963,-1.1925293,-4.6292458,-0.8687219,-0.71146697,-1.5663434,-0.2201562,-5.4157333,1.9577844,-0.3442874,-0.38986146
03-01-03-01-02-02-19.wav,03,happy,ravdess,-654.3505,69.976746,2.730535,19.047066,0.22285435,14.775766,-0.33697852,-2.725188,-6.6216726,2.380935,4.2713547,-4.4866724,3.5743356,1.3719205,0.38832512,1.6777534,-4.31047,1.5046443,3.8527417,-1.8548187
03-01-03-02-01-02-19.wav,03,happy,ravdess,-512.3281,45.79688,-15.327377,3.0226362,-3.0500567,3.9120867,-12.193446,-15.058549,-9.1073,-2.902331,1.887422,-7.7830586,-3.9743328,0.6862382,-1.1929172,2.0665553,-4.650692,6.166315,-1.8099235,-2.030357
03-01-04-02-01-02-21.wav,04,sad,ravdess,-521.3793,61.42848,-14.009233,11.89959,11.309204,-8.646041,-16.22374,-5.0893617,-23.031387,-4.9004846,1.5530163,-14.113929,-4.3145876,-1.5680492,-7.630595,-0.81736624,-6.2899714,-2.1230247,-0.3881255,-4.4332695
03-01-04-02-01-02-09.wav,04,sad,ravdess,-692.0805,73.39614,1.0090704,24.531057,19.57995,4.374349,-11.4889345,-5.292997,-6.2182817,-1.3212812,-3.5857377,-8.284162,-3.4422493,-2.0115204,-2.3699396,0.8067518,-1.8848722,-1.7743133,-4.101506,1.4513942
03-01-03-02-01-02-24.wav,03,happy,ravdess,-527.38446,33.600777,-20.208397,10.47883,-8.23615,-10.789376,-5.568245,-8.256337,-5.297395,-1.2484809,-8.73686,5.1882296,-2.1737666,-2.9281416,2.2090564,-4.838363,-2.644938,-1.5878751,-4.140076,0.62568897
03-01-04-02-01-02-08.wav,04,sad,ravdess,-631.6744,57.914677,-4.698516,16.830727,8.467435,-2.5829268,-2.4650118,-16.598372,-6.359064,3.0314791,-4.949326,-2.9587574,0.42714414,1.5698181,0.43573627,-0.22422333,-2.7329295,6.4252095,3.7997847,7.0664334
03-01-04-02-01-02-20.wav,04,sad,ravdess,-484.71823,26.25968,-32.2619,-4.059643,-10.850287,-24.149515,-11.952644,-19.52026,-22.812761,-0.39183766,-14.455242,-0.22353092,-0.45118254,0.35476133,4.775751,0.58952373,6.2439885,11.080457,2.6216185,0.20290755
03-01-03-02-01-02-18.wav,03,happy,ravdess,-429.81766,20.483913,-21.91245,-3.587928,-6.1145515,-6.827651,-7.0861897,-7.276759,-11.794583,-0.66203207,-8.606892,-5.298107,1.4398457,9.40227,6.511628,8.883985,4.8792295,4.120632,-0.99868065,1.6649292
03-01-03-01-02-02-18.wav,03,happy,ravdess,-646.5143,42.990982,-4.6503787,4.944089,-1.9674122,-10.232003,-6.360881,-14.481622,-7.882801,-4.255519,-7.0078382,-6.977338,-7.9835567,-1.50628,-5.6982036,-7.6770906,-6.6207294,-5.5802636,-6.763891,-6.197689
03-01-04-01-02-02-20.wav,04,sad,ravdess,-795.63824,45.339035,-2.4625835,14.212583,-0.6512004,5.859396,-7.4240603,-13.795071,-8.925262,0.42885795,-3.572827,-5.0293884,-3.3579042,0.84605086,-6.7606225,-4.7969756,-5.852907,-1.7786207,-2.7261748,-2.9545786
03-01-04-01-02-02-08.wav,04,sad,ravdess,-726.7653,71.65312,14.4901,19.625902,11.6368265,7.5335617,-0.18582805,-8.358483,-3.0380995,2.3159885,2.6662745,-6.9394665,1.471074,2.3154492,1.0112491,0.7931347,-0.057068627,7.228445,5.2591352,5.5611978
03-01-03-01-02-02-24.wav,03,happy,ravdess,-611.339,33.455048,-16.561234,1.3651884,-8.653472,-9.213446,-13.867491,-8.226874,-9.414928,-7.218941,-7.664772,-1.2664405,-8.567724,-4.918027,-2.8731418,-8.16014,-4.6054006,-3.972829,-7.4473567,-2.3173485
03-01-03-02-02-02-10.wav,03,happy,ravdess,-358.90125,27.535181,-31.962467,-0.36311448,-2.448176,-18.23086,-10.627407,-17.785187,-17.73653,1.1171312,-14.73357,-8.287955,-1.5086505,-2.11216,2.7199638,6.7828336,-1.0582311,10.559815,5.590377,2.0436952
03-01-03-02-02-02-04.wav,03,happy,ravdess,-463.45193,25.248047,-26.156567,0.97764534,-9.701408,-12.812046,-11.644754,-17.555273,-5.6996922,-5.0128946,-10.177122,-11.141163,-6.5830436,2.8494704,-6.090129,3.2745461,2.1538403,5.3059344,4.702973,5.1760993
03-01-04-02-02-02-14.wav,04,sad,ravdess,-577.97,32.93108,-16.20545,7.7736735,-13.510372,-15.707365,-10.383007,-20.393244,-4.9616084,-5.51787,-12.152453,2.3143187,-10.04551,-3.7206786,-6.094039,-6.0636897,-3.5196743,-1.1302799,-1.9993348,3.2062104
03-01-04-01-01-02-14.wav,04,sad,ravdess,-699.2301,45.53642,4.0303187,7.651508,-6.8931823,-4.647416,-8.392313,-7.799117,-3.5408685,-6.843242,-5.087584,-5.1817026,-6.0072684,-1.9041858,-2.7798371,-2.8071907,-5.3411803,-1.7830987,-4.6683035,0.08953833
03-01-03-01-01-02-04.wav,03,happy,ravdess,-599.1998,40.03374,-20.684168,6.0994496,-7.2056875,-10.962782,-5.5297422,-14.872587,-8.973993,-2.5525014,-7.5911903,-7.1937613,-7.293463,-0.034062754,-8.895428,-1.8364006,-2.0823147,1.4117776,0.44906437,4.5338664
03-01-03-01-01-02-10.wav,03,happy,ravdess,-499.82834,46.42965,-10.856486,4.4192123,1.7481076,-9.275088,-8.584272,-15.027569,-8.582699,0.33177668,-8.94796,-6.4848423,-1.8629217,-6.5375133,-1.3586631,-2.6422935,-6.635384,-3.9873774,-3.8244612,-1.2899886
03-01-01-01-01-02-24.wav,01,neutral,ravdess,-687.6229,41.88811,-12.935337,2.1784716,-8.683732,-9.393289,-10.734962,-12.7063465,-8.532321,-5.3497133,-10.239018,-2.968377,-5.958951,-6.522441,-3.3004978,-5.4670954,-5.6628175,-4.2219324,-4.9327507,-4.232918
03-01-01-01-01-02-18.wav,01,neutral,ravdess,-742.0708,56.59648,5.743729,8.17056,-0.38224933,-4.1010075,-2.0667703,-13.620584,-5.6751423,-2.281412,-2.2103724,-5.247245,-7.0593357,2.1261237,-3.273569,-7.2654805,-4.367474,-2.0704803,-3.7068565,-5.4814024
03-01-01-01-02-02-04.wav,01,neutral,ravdess,-726.96484,46.980766,-3.571915,2.517974,-6.291304,-4.3311176,-8.995695,-13.757972,-9.505559,-5.343702,-5.365843,-8.208155,-6.520151,-0.7330303,-8.996795,-5.3604174,-4.49215,-3.974892,-7.4846053,-0.23970601
03-01-01-01-02-02-10.wav,01,neutral,ravdess,-598.949,52.053055,10.334568,13.882576,5.0343018,0.49138808,-4.890106,-8.118352,-3.6992986,0.6865962,-5.036124,-3.2796576,-0.2043452,-1.376845,0.41720158,1.9114656,-1.9108273,-0.8350431,0.42995045,-6.975215
03-01-01-01-02-02-14.wav,01,neutral,ravdess,-730.6829,44.713352,3.079566,7.1613545,-9.47051,-2.0824304,-7.8286214,-9.401327,-2.8641334,-4.2437778,-3.6085918,-4.971799,-3.391678,-3.0207288,-5.9953437,-2.6358647,-3.310113,-3.0982661,-3.522321,1.6913273
03-01-01-01-01-02-20.wav,01,neutral,ravdess,-706.43835,35.490047,-8.159511,9.846129,-7.1780086,-8.943666,-6.918214,-11.705277,-5.9920487,-3.6118207,-5.4669013,-4.4430203,-6.20751,-0.123138554,-7.7390146,-4.664995,-4.2002697,-3.2143095,-2.568212,-1.921877
03-01-01-01-01-02-08.wav,01,neutral,ravdess,-681.28516,68.115555,7.2580137,22.39818,6.494248,1.2638226,5.5170913,-7.1325054,0.9261057,-1.3949358,0.788513,-1.7810292,-0.41801366,2.2562191,-2.786846,-1.1156934,-1.1197772,3.8812497,0.72968674,2.1788788
03-01-04-01-01-02-10.wav,04,sad,ravdess,-599.43896,63.882202,2.3265276,9.196691,4.6614194,-2.6112177,-5.2267976,-16.700289,-3.7067049,3.719305,-2.6575775,-4.722254,0.5529843,2.433697,0.4368587,4.0402017,0.2815749,-2.566711,2.2743719,-4.9849644
03-01-04-01-01-02-04.wav,04,sad,ravdess,-583.96967,31.176363,-9.602683,0.8323908,-7.659716,-8.263578,-5.339754,-14.5842,-9.263144,-3.6656606,-5.128025,-5.992165,-8.547925,3.2077308,-7.3982325,-1.4651943,0.5454078,1.8341272,1.9945486,2.5960054
03-01-03-01-01-02-14.wav,03,happy,ravdess,-549.891,29.868822,-12.270893,0.7712917,-7.3076735,-12.121675,-6.062617,-10.1330805,-2.2270622,-5.239875,-6.971278,-3.2224014,-10.397986,-0.97291404,-5.5798764,1.734011,4.631622,8.463392,3.903219,4.9956717
03-01-03-02-02-02-14.wav,03,happy,ravdess,-471.161,13.074657,-30.01429,-0.3117687,-9.8897,-21.365303,-6.319278,-18.191591,-6.6016407,-6.4298787,-8.741637,6.5716667,5.410424,13.31505,1.4232223,-0.11371058,0.13136604,2.8212395,-3.4028482,1.7801706
03-01-04-02-02-02-04.wav,04,sad,ravdess,-474.52176,10.858267,-25.54012,-1.8480532,-10.28506,-17.489714,-9.706698,-17.179527,-9.832936,-6.2499332,-8.627338,-5.891327,-0.90552855,12.054172,7.395993,11.752903,5.8441067,-0.35116428,-2.5401974,0.35262862
03-01-04-02-02-02-10.wav,04,sad,ravdess,-584.01764,52.42301,6.1338186,16.653006,5.1523213,-0.6921424,-4.4242063,-16.742378,-3.3712983,-3.693726,-9.443057,-1.8682951,-2.0416338,-4.3195524,1.8546876,0.47586784,-3.0713592,0.4838676,-1.7447734,-1.5673594
03-01-04-01-02-02-24.wav,04,sad,ravdess,-691.8384,51.025204,1.5286062,7.2348948,-7.146982,-2.7964787,-10.606523,-6.3030477,-8.571804,-5.9656396,-5.746952,-3.3335414,-4.633162,-3.7928467,-0.6876906,-5.4075127,-3.3947043,-2.5863283,-5.8074975,-4.718654
03-01-03-01-02-02-08.wav,03,happy,ravdess,-628.42096,51.95981,-7.700914,14.5816,8.452468,-3.612227,-3.0663378,-9.373435,-0.8967291,-2.6210625,-2.1383076,-1.4655206,-1.937597,2.0623887,-1.2685435,-2.0664477,-2.0482082,2.6147003,-1.1597617,3.2993143
03-01-03-01-02-02-20.wav,03,happy,ravdess,-674.14496,28.013523,-14.3836975,-1.163397,-6.114831,-10.070108,-8.995257,-16.709642,-8.153564,-6.7341094,-6.003785,-0.4602561,-8.238394,3.1872694,-6.3784113,-4.1796923,-1.0791811,1.0104507,2.6167467,4.022675
03-01-04-01-02-02-18.wav,04,sad,ravdess,-680.4181,49.46868,3.9262276,0.44599712,-2.7273333,-4.5034156,-0.55210626,-13.718691,-11.276551,-1.9544418,-6.552725,-3.8997803,-6.117938,-3.1083548,-3.0239463,-6.3289704,-5.041166,-4.998486,-5.342665,-6.5604067
03-01-04-02-01-02-18.wav,04,sad,ravdess,-481.8138,28.614664,-26.322025,-2.5058367,-10.77507,-15.12529,-13.702021,-16.403305,-18.804016,-4.7314944,-2.5400105,-12.131681,0.76982945,2.133032,-1.5504194,4.597479,2.4913454,6.0673003,3.6875854,5.565192
03-01-03-02-01-02-20.wav,03,happy,ravdess,-484.3114,31.853245,-37.18541,-2.004936,-16.542318,-19.615484,-10.582803,-20.556305,-11.524511,-6.041051,-15.125414,1.6203928,-4.598852,8.433118,-1.813733,2.6581128,4.160507,3.7305298,1.3221667,1.3820981
03-01-03-02-01-02-08.wav,03,happy,ravdess,-549.45245,47.36375,-21.177582,16.023361,2.3949654,-6.2673874,2.5457768,-5.0907364,-0.5098152,-1.8073962,-5.0144887,-2.1676707,-2.2576091,2.8259854,-1.2737738,-2.1049001,-1.217189,1.283152,-0.4046514,3.841972
03-01-04-02-01-02-24.wav,04,sad,ravdess,-578.96124,50.82268,-12.166847,3.3645937,-10.721197,-13.571437,-5.704254,-13.109697,-10.658675,-0.4093911,-8.932396,-1.8461417,0.66177267,-6.163666,2.2087893,-4.292562,-2.5567636,1.5816574,-2.721096,2.370033
03-01-03-02-01-02-09.wav,03,happy,ravdess,-476.6065,79.52771,-18.558826,4.6260157,9.066346,-16.375147,-17.666553,-6.873119,-18.787123,-4.6233478,-2.3316345,-6.698276,-5.2460117,1.1854434,-7.6915474,0.16665497,-5.1776304,-8.171184,-5.2254763,-1.1625739
03-01-03-02-01-02-21.wav,03,happy,ravdess,-488.99826,51.746193,-16.463614,10.483492,6.6362576,-10.702968,-3.92053,-3.9861767,-16.650652,-0.27467832,-4.562529,-8.730307,-1.6948721,-3.4245007,-6.420572,-3.7648633,-6.7279534,-4.4511356,-2.9592614,-4.4784756
03-01-04-02-01-02-19.wav,04,sad,ravdess,-649.5829,67.61825,1.173909,18.134478,7.9849043,7.4141645,-6.2641454,-4.356717,-4.148458,-5.2363205,0.9901449,-1.4056332,-2.7639375,1.384434,-0.24084798,-0.8098634,0.0024142743,2.2990985,-1.3564428,3.9607403
03-01-04-01-02-02-19.wav,04,sad,ravdess,-733.09,78.04807,15.701792,23.208584,8.645784,14.353576,3.9776144,-3.0768235,-3.578152,2.4354398,5.997858,-0.18790683,5.6899433,2.462817,-0.45311338,5.6575575,-1.9309026,-0.7668201,-1.2263378,3.2767503
03-01-03-01-02-02-21.wav,03,happy,ravdess,-578.9879,65.767876,-7.362526,13.123318,6.770132,-3.4341621,-5.5130725,-9.071223,-9.685648,0.19753312,-3.2524724,-4.9295096,-1.3771718,0.41804388,-3.3322365,-3.3954358,-5.3390555,-0.962385,-3.372924,-4.3017073
03-01-03-01-02-02-09.wav,03,happy,ravdess,-650.6809,66.69045,-4.8621306,14.834409,13.167322,1.1338907,-5.0998797,-10.926641,-8.216942,3.6879973,-5.033248,-4.798954,1.1656904,0.35759076,-4.1008954,2.2035534,-1.9918584,-0.87090486,-5.950035,-0.061728414
03-01-04-02-02-02-11.wav,04,sad,ravdess,-534.0755,42.302437,8.772106,11.190375,-0.3115408,1.9983115,-2.0471392,-6.0232477,-8.270174,-8.070389,-1.4612117,-1.801403,-5.345742,-1.7494998,-0.38409752,1.3154092,-5.4073544,0.9847796,-3.1582718,2.2079725
03-01-04-02-02-02-05.wav,04,sad,ravdess,-748.2275,67.33303,4.2888975,18.126238,10.832129,3.058195,-0.835627,-1.948132,-4.1565003,1.7480854,4.128842,0.95209277,-2.8321877,1.4013808,1.0593318,7.0288625,-2.3122218,-1.7439187,0.30489916,4.2662363
03-01-03-02-02-02-15.wav,03,happy,ravdess,-565.38434,57.650578,-14.009926,16.849869,11.242829,-3.994182,-1.1646856,-0.26065245,-6.3477983,2.3708165,2.173989,2.7111547,-1.1533241,1.1738614,2.449953,-0.026216116,0.8267675,-2.4626958,0.83070207,0.96724504
03-01-03-02-02-02-01.wav,03,happy,ravdess,-539.445,50.089912,-9.413102,7.3313713,-1.5391942,-2.915576,-10.203905,-9.220143,-17.611135,-6.7411203,-2.1611881,-6.623913,-0.6615962,-2.4316351,-8.128847,0.5064406,-8.942966,-5.300001,-2.9627817,-2.8139644
03-01-03-01-01-02-01.wav,03,happy,ravdess,-631.5844,63.317528,-6.138143,15.77876,6.2089014,-1.2730112,-6.9112425,-4.4957485,-13.984762,-1.0607735,-0.16617264,-6.072036,3.115436,-3.6562402,-2.4642122,3.5167618,-8.10562,-2.5072715,0.043185882,-1.4598924
03-01-03-01-01-02-15.wav,03,happy,ravdess,-601.3093,69.65793,-6.069337,14.926235,11.226669,-2.2384372,2.634497,0.83744335,-4.8123665,1.7092977,0.5578951,3.440421,0.33985645,0.5216784,1.8105013,1.2233185,1.1062655,-2.8023696,3.2484665,2.530853
03-01-04-01-01-02-05.wav,04,sad,ravdess,-752.8749,76.065025,7.9530706,22.763855,10.069227,2.9961562,0.40972105,-3.4391654,-0.9851111,7.256378,1.2112533,3.201348,-3.2435756,0.8478095,0.99512655,4.2555103,-1.346729,2.473931,0.4609233,3.515191
03-01-04-01-01-02-11.wav,04,sad,ravdess,-709.78436,64.37119,24.609694,25.660824,14.454538,9.184761,6.4850707,4.760884,-2.0990222,0.24194781,6.230079,3.2029767,0.33492532,0.8591641,3.1710708,3.4433637,0.7695879,0.86940336,0.023561234,2.1032412
03-01-01-01-01-02-09.wav,01,neutral,ravdess,-774.7598,78.3724,13.875871,21.51313,12.88955,5.232937,0.8500559,-1.1894157,4.822418,2.9648743,-6.161982,6.9144473,1.933354,-0.5339317,2.611603,-0.7367263,0.29588187,2.550529,-6.4206185,4.1785836
